Time (sec),Stress (MPa),Position (mm),Strain From Position (%)
26.166562,940.5,0.4337,14.46
26.249895,938.7,0.4357,14.52
26.333228,936.9,0.4378,14.59
26.416561,935.2,0.4399,14.66
26.499894,933.4,0.4420,14.73
26.583227,931.6,0.4441,14.80
26.666560,929.8,0.4461,14.87
26.749893,928.0,0.4481,14.94
26.833226,926.1,0.4502,15.01
26.916559,924.3,0.4523,15.08
26.999892,922.6,0.4544,15.15
27.083225,920.7,0.4565,15.22
27.166558,919.0,0.4585,15.28
27.249891,917.1,0.4605,15.35
27.333224,915.2,0.4626,15.42
27.416557,913.5,0.4648,15.49
27.499890,911.7,0.4668,15.56
27.583223,909.9,0.4689,15.63
27.666556,908.2,0.4709,15.70
27.749889,906.3,0.4730,15.77
27.833222,904.4,0.4750,15.83
27.916555,902.6,0.4772,15.91
27.999888,900.8,0.4793,15.98
28.083221,899.0,0.4813,16.04
28.166554,897.2,0.4834,16.11
28.249887,895.3,0.4854,16.18
28.333220,893.4,0.4874,16.25
28.416553,891.6,0.4896,16.32
28.499886,889.9,0.4916,16.39
28.583219,888.0,0.4937,16.46
28.666552,886.2,0.4958,16.53
28.749885,884.4,0.4978,16.59
28.833218,882.5,0.4998,16.66
28.916551,880.7,0.5020,16.73
28.999884,878.9,0.5041,16.80
29.083217,877.1,0.5061,16.87
29.166550,875.3,0.5082,16.94
29.249883,873.4,0.5102,17.01
29.333216,871.5,0.5123,17.08
29.416549,869.6,0.5144,17.15
29.499882,867.8,0.5165,17.22
29.583215,865.9,0.5186,17.29
29.666548,864.0,0.5206,17.35
29.749881,862.2,0.5227,17.42
29.833214,860.2,0.5247,17.49
29.916547,858.3,0.5267,17.56
29.999880,856.5,0.5290,17.63
30.083213,854.7,0.5310,17.70
30.166546,852.8,0.5331,17.77
30.249879,851.0,0.5351,17.84
30.333212,849.0,0.5371,17.90
30.416545,847.1,0.5391,17.97
30.499878,845.2,0.5414,18.05
30.583211,843.4,0.5434,18.11
30.666544,841.5,0.5455,18.18
30.749877,839.6,0.5476,18.25
30.833210,837.6,0.5495,18.32
30.916543,835.7,0.5516,18.39
30.999876,833.7,0.5537,18.46
31.083209,831.9,0.5558,18.53
31.166542,829.9,0.5579,18.60
31.249875,828.0,0.5600,18.67
31.333208,826.0,0.5619,18.73
31.416541,824.0,0.5640,18.80
31.499874,822.0,0.5661,18.87
31.583207,820.1,0.5682,18.94
31.666540,818.2,0.5704,19.01
31.749873,816.2,0.5724,19.08
31.833206,814.2,0.5744,19.15
31.916539,812.1,0.5765,19.22
31.999872,810.0,0.5785,19.28
32.083205,808.1,0.5807,19.36
32.166538,806.1,0.5828,19.43
32.249871,804.1,0.5848,19.49
32.333204,802.1,0.5868,19.56
32.416537,800.0,0.5888,19.63
32.499870,797.9,0.5909,19.70
32.583203,795.9,0.5930,19.77
32.666536,793.8,0.5951,19.84
32.749869,791.8,0.5972,19.91
32.833202,789.7,0.5993,19.98
32.916535,787.6,0.6013,20.04
32.999868,785.4,0.6033,20.11
33.083201,783.3,0.6055,20.18
33.166534,781.2,0.6075,20.25
33.249867,779.1,0.6096,20.32
33.333200,777.0,0.6117,20.39
33.416533,774.8,0.6137,20.46
33.499866,772.5,0.6157,20.52
33.583199,770.3,0.6178,20.59
33.666532,768.2,0.6199,20.66
33.749865,766.0,0.6221,20.74
33.833198,763.8,0.6241,20.80
33.916531,761.5,0.6261,20.87
33.999864,759.2,0.6281,20.94
34.083197,756.9,0.6303,21.01
34.166530,754.7,0.6323,21.08
34.249863,752.4,0.6345,21.15
34.333196,750.1,0.6366,21.22
34.416529,747.8,0.6386,21.29
34.499862,745.4,0.6406,21.35
34.583195,743.0,0.6427,21.42
34.666528,740.7,0.6448,21.49
34.749861,738.3,0.6469,21.56
34.833194,736.0,0.6490,21.63
34.916527,733.7,0.6511,21.70
34.999860,731.2,0.6530,21.77
35.083193,728.7,0.6551,21.84
35.166526,726.3,0.6572,21.91
35.249859,723.8,0.6593,21.98
35.333192,721.4,0.6614,22.05
35.416525,719.0,0.6634,22.11
35.499858,716.4,0.6654,22.18
35.583191,713.9,0.6675,22.25
35.666524,711.3,0.6696,22.32
35.749857,708.8,0.6717,22.39
35.833190,706.2,0.6738,22.46
35.916523,703.6,0.6759,22.53
35.999856,701.0,0.6779,22.60
36.083189,698.3,0.6800,22.67
36.166522,695.6,0.6820,22.73
36.249855,692.9,0.6841,22.80
36.333188,690.2,0.6862,22.87
36.416521,687.5,0.6883,22.94
36.499854,684.7,0.6903,23.01
36.583187,681.8,0.6923,23.08
36.666520,678.9,0.6944,23.15
36.749853,676.0,0.6965,23.22
36.833186,673.0,0.6986,23.29
36.916519,669.9,0.7007,23.36
36.999852,666.7,0.7027,23.42
37.083185,663.5,0.7048,23.49
37.166518,660.1,0.7068,23.56
37.249851,656.7,0.7089,23.63
37.333184,653.2,0.7110,23.70
37.416517,649.5,0.7131,23.77
37.499850,645.5,0.7152,23.84
37.583183,641.3,0.7172,23.91
37.666516,636.6,0.7193,23.98
37.749849,631.6,0.7214,24.05
37.833182,626.1,0.7235,24.12
37.916515,619.5,0.7255,24.18
37.999848,611.1,0.7276,24.25
38.083181,600.7,0.7296,24.32
38.166514,586.4,0.7317,24.39
38.249847,531.3,0.7341,24.47
38.333180,409.8,0.7361,24.54
38.416513,290.6,0.7381,24.60
38.499846,173.7,0.7400,24.67
