Time (sec),Stress (MPa),Position (mm),Strain From Position (%)
5.166646,83.24,0.1335,4.449
5.249979,83.26,0.1356,4.519
5.333312,83.29,0.1377,4.589
5.416645,83.32,0.1397,4.657
5.499978,83.36,0.1418,4.727
5.583311,83.40,0.1439,4.797
5.666644,83.45,0.1459,4.863
5.749977,83.49,0.1480,4.932
5.833310,83.54,0.1501,5.003
5.916643,83.58,0.1522,5.073
5.999976,83.61,0.1543,5.142
6.083309,83.65,0.1564,5.212
6.166642,83.69,0.1583,5.278
6.249975,83.74,0.1605,5.349
6.333308,83.79,0.1625,5.418
6.416641,83.84,0.1646,5.487
6.499974,83.88,0.1667,5.557
6.583307,83.91,0.1688,5.625
6.666640,83.95,0.1708,5.694
6.749973,83.99,0.1729,5.762
6.833306,84.05,0.1750,5.832
6.916639,84.14,0.1770,5.900
6.999972,84.28,0.1791,5.970
7.083305,84.53,0.1812,6.041
7.166638,84.92,0.1832,6.108
7.249971,85.51,0.1853,6.175
7.333304,86.30,0.1874,6.246
7.416637,87.38,0.1894,6.313
7.499970,88.75,0.1915,6.384
7.583303,90.34,0.1936,6.454
7.666636,92.17,0.1956,6.522
7.749969,94.38,-0.01256,-0.4187
7.833302,97.49,-0.005927,-0.1976
7.916635,101.1,-0.004119,-0.1373
7.999968,104.5,-0.003563,-0.1188
8.083301,107.4,-0.003239,-0.1080
8.166634,109.7,-0.003015,-0.1005
8.249967,110.7,-0.002796,-0.09319
8.333300,110.9,-0.002700,-0.09000
8.416633,110.9,-0.002572,-0.08572
8.499966,111.0,-0.002500,-0.08333
8.583299,111.0,-0.002400,-0.08000
8.666632,111.0,-0.002300,-0.07667
8.749965,111.1,-0.002223,-0.07411
8.833298,111.1,-0.002200,-0.07333
8.916631,111.1,-0.002100,-0.07000
8.999964,111.1,-0.002100,-0.07000
9.083297,111.1,-0.002075,-0.06917
9.166630,111.1,-0.002000,-0.06667
9.249963,111.1,-0.002000,-0.06667
9.333296,111.1,-0.001900,-0.06333
9.416629,111.0,-0.001900,-0.06333
9.499962,111.0,-0.001900,-0.06333
9.583295,111.0,-0.001900,-0.06333
9.666628,111.0,-0.001800,-0.06000
9.749961,111.0,-0.001800,-0.06000
9.833294,111.0,-0.001800,-0.06000
9.916627,111.0,-0.001800,-0.06000
9.999960,111.0,-0.001800,-0.06000
10.083293,111.0,-0.001731,-0.05769
10.166626,110.9,-0.001700,-0.05667
10.249959,110.9,-0.001700,-0.05667
10.333292,110.9,-0.001700,-0.05667
10.416625,110.9,-0.001700,-0.05667
10.499958,110.9,-0.001700,-0.05667
10.583291,110.9,-0.001700,-0.05667
10.666624,110.8,-0.001600,-0.05333
10.749957,110.8,-0.001600,-0.05333
10.833290,110.8,-0.001600,-0.05333
10.916623,110.8,-0.001600,-0.05333
10.999956,110.8,-0.001600,-0.05333
11.083289,110.8,-0.001600,-0.05333
11.166622,110.8,-0.001600,-0.05333
11.249955,110.7,-0.001600,-0.05333
11.333288,110.7,-0.001600,-0.05333
11.416621,110.7,-0.001600,-0.05333
11.499954,110.7,-0.001576,-0.05253
11.583287,110.7,-0.001500,-0.05000
11.666620,110.7,-0.001500,-0.05000
11.749953,110.7,-0.001500,-0.05000
11.833286,110.6,-0.001500,-0.05000
11.916619,110.6,-0.001500,-0.05000
11.999952,110.6,-0.001500,-0.05000
12.083285,110.6,-0.001500,-0.05000
12.166618,110.6,-0.001347,-0.04491
12.249951,110.8,-0.0001320,-0.004399
12.333284,111.7,0.001921,0.06405
12.416617,113.2,0.004052,0.1351
12.499950,115.3,0.006155,0.2052
12.583283,117.8,0.008257,0.2752
12.666616,120.7,0.01029,0.3428
12.749949,123.3,0.01236,0.4121
12.833282,125.9,0.01447,0.4822
12.916615,128.4,0.01657,0.5523
12.999948,131.0,0.01866,0.6221
13.083281,133.6,0.02068,0.6892
13.166614,136.1,0.02272,0.7572
13.249947,138.7,0.02478,0.8260
13.333280,141.2,0.02688,0.8961
13.416613,143.8,0.02901,0.9670
13.499946,146.4,0.03108,1.036
13.583279,149.0,0.03309,1.103
13.666612,151.6,0.03516,1.172
13.749945,154.2,0.03720,1.240
13.833278,156.9,0.03931,1.310
13.916611,159.5,0.04140,1.380
13.999944,162.2,0.04350,1.450
14.083277,164.9,0.04560,1.520
14.166610,167.6,0.04761,1.587
14.249943,170.3,0.04961,1.654
14.333276,173.0,0.05171,1.724
14.416609,175.8,0.05382,1.794
14.499942,178.5,0.05592,1.864
14.583275,181.4,0.05796,1.932
14.666608,184.2,0.06003,2.001
14.749941,187.1,0.06203,2.068
14.833274,190.0,0.06413,2.138
14.916607,193.0,0.06623,2.208
14.999940,195.9,0.06834,2.278
15.083273,198.9,0.07041,2.347
15.166606,201.9,0.07244,2.415
15.249939,204.9,0.07444,2.481
15.333272,207.9,0.07649,2.550
15.416605,210.9,0.07865,2.622
15.499938,214.0,0.08073,2.691
15.583271,217.2,0.08286,2.762
15.666604,220.3,0.08495,2.832
15.749937,223.4,0.08689,2.896
15.833270,226.5,0.08894,2.965
15.916603,229.6,0.09106,3.035
15.999936,232.8,0.09319,3.106
16.083269,236.0,0.09527,3.176
16.166602,239.3,0.09734,3.245
16.249935,242.6,0.09933,3.311
16.333268,245.8,0.1014,3.379
16.416601,249.0,0.1035,3.449
16.499934,252.2,0.1056,3.520
16.583267,255.4,0.1077,3.590
16.666600,258.7,0.1097,3.658
16.749933,261.9,0.1118,3.726
16.833266,265.1,0.1138,3.793
16.916599,268.3,0.1158,3.860
16.999932,271.4,0.1180,3.933
17.083265,274.6,0.1201,4.003
17.166598,277.8,0.1222,4.073
17.249931,281.0,0.1242,4.140
17.333264,284.2,0.1262,4.206
17.416597,287.3,0.1282,4.274
17.499930,290.5,0.1303,4.344
17.583263,293.6,0.1324,4.414
17.666596,296.7,0.1345,4.484
17.749929,299.8,0.1366,4.554
17.833262,303.0,0.1386,4.621
17.916595,306.0,0.1406,4.688
17.999928,309.1,0.1427,4.758
18.083261,312.1,0.1448,4.828
18.166594,315.1,0.1469,4.898
18.249927,318.2,0.1490,4.968
18.333260,321.2,0.1511,5.035
18.416593,324.2,0.1531,5.102
18.499926,327.2,0.1552,5.172
18.583259,330.2,0.1573,5.242
18.666592,333.2,0.1594,5.312
18.749925,336.1,0.1615,5.382
18.833258,339.1,0.1634,5.447
18.916591,342.0,0.1655,5.516
18.999924,344.9,0.1676,5.585
19.083257,347.9,0.1697,5.657
19.166590,350.8,0.1718,5.726
19.249923,353.7,0.1739,5.796
19.333256,356.6,0.1759,5.865
19.416589,359.5,0.1780,5.933
19.499922,362.3,0.1800,5.999
19.583255,365.1,0.1821,6.070
19.666588,367.9,0.1842,6.140
19.749921,370.7,0.1863,6.210
19.833254,373.4,0.1884,6.280
19.916587,376.2,0.1904,6.347
19.999920,378.8,0.1924,6.413
20.083253,381.5,0.1945,6.484
20.166586,384.1,0.1966,6.553
20.249919,386.7,0.1987,6.624
20.333252,389.3,0.2008,6.694
20.416585,391.9,0.2028,6.760
20.499918,394.4,0.2048,6.827
20.583251,396.8,0.2069,6.898
20.666584,399.2,0.2090,6.967
20.749917,401.6,0.2111,7.037
20.833250,404.0,0.2132,7.107
20.916583,406.3,0.2152,7.174
20.999916,408.5,0.2173,7.242
21.083249,410.7,0.2193,7.312
21.166582,412.8,0.2214,7.381
21.249915,414.9,0.2235,7.451
21.333248,416.9,0.2256,7.521
21.416581,418.9,0.2277,7.589
21.499914,420.8,0.2297,7.658
21.583247,422.6,0.2318,7.726
21.666580,424.3,0.2339,7.797
21.749913,426.1,0.2360,7.865
21.833246,427.7,0.2381,7.935
21.916579,429.4,0.2401,8.004
21.999912,430.9,0.2422,8.072
22.083245,432.4,0.2442,8.140
22.166578,434.0,0.2463,8.209
22.249911,435.4,0.2484,8.279
22.333244,436.9,0.2505,8.349
22.416577,438.3,0.2526,8.419
22.499910,439.6,0.2546,8.486
22.583243,441.0,0.2566,8.554
22.666576,442.3,0.2588,8.626
22.749909,443.6,0.2608,8.693
22.833242,444.8,0.2629,8.762
22.916575,446.1,0.2650,8.833
22.999908,447.4,0.2670,8.900
23.083241,448.5,0.2690,8.967
23.166574,449.7,0.2711,9.038
23.249907,450.9,0.2732,9.107
23.333240,452.1,0.2753,9.177
23.416573,453.2,0.2774,9.245
23.499906,454.3,0.2794,9.313
23.583239,455.4,0.2814,9.381
23.666572,456.5,0.2835,9.451
23.749905,457.6,0.2856,9.521
23.833238,458.7,0.2877,9.591
23.916571,459.7,0.2898,9.660
23.999904,460.8,0.2918,9.725
24.083237,461.8,0.2938,9.795
24.166570,462.8,0.2959,9.865
24.249903,463.8,0.2981,9.935
24.333236,464.8,0.3001,10.00
24.416569,465.8,0.3021,10.07
24.499902,466.8,0.3042,10.14
24.583235,467.8,0.3062,10.21
24.666568,468.7,0.3084,10.28
24.749901,469.7,0.3105,10.35
24.833234,470.6,0.3126,10.42
24.916567,471.6,0.3146,10.49
24.999900,472.5,0.3166,10.55
25.083233,473.4,0.3187,10.62
25.166566,474.3,0.3208,10.69
25.249899,475.2,0.3230,10.77
25.333232,476.1,0.3250,10.83
25.416565,477.0,0.3270,10.90
25.499898,477.9,0.3291,10.97
25.583231,478.8,0.3311,11.04
25.666564,479.6,0.3332,11.11
25.749897,480.5,0.3353,11.18
25.833230,481.4,0.3374,11.25
25.916563,482.2,0.3394,11.31
25.999896,483.1,0.3415,11.38
26.083229,483.9,0.3435,11.45
26.166562,484.7,0.3456,11.52
26.249895,485.5,0.3477,11.59
26.333228,486.4,0.3498,11.66
26.416561,487.2,0.3519,11.73
26.499894,488.0,0.3540,11.80
26.583227,488.8,0.3559,11.86
26.666560,489.6,0.3580,11.93
26.749893,490.3,0.3601,12.00
26.833226,491.2,0.3622,12.07
26.916559,491.9,0.3643,12.14
26.999892,492.7,0.3664,12.21
27.083225,493.5,0.3684,12.28
27.166558,494.2,0.3704,12.35
27.249891,494.9,0.3725,12.42
27.333224,495.7,0.3746,12.49
27.416557,496.5,0.3767,12.56
27.499890,497.2,0.3788,12.63
27.583223,498.0,0.3808,12.69
27.666556,498.7,0.3828,12.76
27.749889,499.4,0.3849,12.83
27.833222,500.1,0.3871,12.90
27.916555,500.8,0.3892,12.97
27.999888,501.6,0.3912,13.04
28.083221,502.3,0.3933,13.11
28.166554,503.0,0.3953,13.18
28.249887,503.6,0.3973,13.24
28.333220,504.3,0.3995,13.32
28.416553,505.0,0.4016,13.39
28.499886,505.7,0.4036,13.45
28.583219,506.5,0.4057,13.52
28.666552,507.1,0.4077,13.59
28.749885,507.7,0.4097,13.66
28.833218,508.4,0.4119,13.73
28.916551,509.1,0.4139,13.80
28.999884,509.8,0.4161,13.87
29.083217,510.5,0.4181,13.94
29.166550,511.1,0.4201,14.00
29.249883,511.7,0.4221,14.07
29.333216,512.3,0.4243,14.14
29.416549,512.9,0.4263,14.21
29.499882,513.6,0.4285,14.28
29.583215,514.3,0.4305,14.35
29.666548,514.9,0.4325,14.42
29.749881,515.5,0.4346,14.49
29.833214,516.1,0.4367,14.56
29.916547,516.7,0.4388,14.63
29.999880,517.3,0.4409,14.70
30.083213,518.0,0.4430,14.77
30.166546,518.6,0.4450,14.83
30.249879,519.2,0.4470,14.90
30.333212,519.7,0.4491,14.97
30.416545,520.3,0.4512,15.04
30.499878,520.9,0.4533,15.11
30.583211,521.5,0.4553,15.18
30.666544,522.1,0.4574,15.25
30.749877,522.7,0.4595,15.32
30.833210,523.2,0.4615,15.38
30.916543,523.8,0.4636,15.45
30.999876,524.3,0.4657,15.52
31.083209,525.0,0.4679,15.60
31.166542,525.6,0.4699,15.66
31.249875,526.1,0.4719,15.73
31.333208,526.6,0.4740,15.80
31.416541,527.2,0.4761,15.87
31.499874,527.7,0.4782,15.94
31.583207,528.3,0.4802,16.01
31.666540,528.9,0.4823,16.08
31.749873,529.4,0.4843,16.14
31.833206,529.9,0.4864,16.21
31.916539,530.4,0.4885,16.28
31.999872,530.9,0.4905,16.35
32.083205,531.5,0.4926,16.42
32.166538,532.0,0.4947,16.49
32.249871,532.6,0.4967,16.56
32.333204,533.0,0.4988,16.63
32.416537,533.5,0.5009,16.70
32.499870,534.0,0.5030,16.77
32.583203,534.6,0.5051,16.84
32.666536,535.1,0.5072,16.91
32.749869,535.6,0.5092,16.97
32.833202,536.1,0.5112,17.04
32.916535,536.5,0.5133,17.11
32.999868,537.0,0.5154,17.18
33.083201,537.5,0.5175,17.25
33.166534,538.0,0.5196,17.32
33.249867,538.5,0.5217,17.39
33.333200,539.0,0.5236,17.45
33.416533,539.4,0.5257,17.52
33.499866,539.9,0.5278,17.59
33.583199,540.4,0.5299,17.66
33.666532,540.8,0.5319,17.73
33.749865,541.3,0.5340,17.80
33.833198,541.8,0.5361,17.87
33.916531,542.2,0.5382,17.94
33.999864,542.7,0.5403,18.01
34.083197,543.1,0.5424,18.08
34.166530,543.6,0.5444,18.15
34.249863,544.0,0.5465,18.22
34.333196,544.5,0.5485,18.28
34.416529,544.9,0.5506,18.35
34.499862,545.3,0.5527,18.42
34.583195,545.7,0.5547,18.49
34.666528,546.2,0.5568,18.56
34.749861,546.6,0.5589,18.63
34.833194,547.1,0.5609,18.70
34.916527,547.5,0.5630,18.77
34.999860,547.9,0.5651,18.84
35.083193,548.3,0.5672,18.91
35.166526,548.7,0.5692,18.97
35.249859,549.2,0.5713,19.04
35.333192,549.6,0.5733,19.11
35.416525,549.9,0.5754,19.18
35.499858,550.3,0.5775,19.25
35.583191,550.8,0.5796,19.32
35.666524,551.2,0.5817,19.39
35.749857,551.6,0.5837,19.46
35.833190,552.0,0.5858,19.53
35.916523,552.3,0.5878,19.59
35.999856,552.7,0.5899,19.66
36.083189,553.1,0.5920,19.73
36.166522,553.5,0.5940,19.80
36.249855,553.9,0.5961,19.87
36.333188,554.3,0.5981,19.94
36.416521,554.6,0.6002,20.01
36.499854,555.0,0.6022,20.07
36.583187,555.4,0.6044,20.15
36.666520,555.8,0.6064,20.21
36.749853,556.1,0.6085,20.28
36.833186,556.5,0.6106,20.35
36.916519,556.8,0.6126,20.42
36.999852,557.1,0.6147,20.49
37.083185,557.5,0.6168,20.56
37.166518,557.9,0.6189,20.63
37.249851,558.3,0.6210,20.70
37.333184,558.6,0.6231,20.77
37.416517,559.0,0.6250,20.83
37.499850,559.2,0.6271,20.90
37.583183,559.6,0.6292,20.97
37.666516,560.0,0.6313,21.04
37.749849,560.3,0.6334,21.11
37.833182,560.7,0.6355,21.18
37.916515,561.0,0.6375,21.25
37.999848,561.3,0.6395,21.32
38.083181,561.6,0.6416,21.39
38.166514,562.0,0.6437,21.46
38.249847,562.3,0.6458,21.53
38.333180,562.7,0.6479,21.60
38.416513,563.0,0.6499,21.66
38.499846,563.3,0.6520,21.73
38.583179,563.5,0.6541,21.80
38.666512,563.9,0.6562,21.87
38.749845,564.2,0.6583,21.94
38.833178,564.5,0.6604,22.01
38.916511,564.9,0.6624,22.08
38.999844,565.1,0.6644,22.15
39.083177,565.4,0.6664,22.21
39.166510,565.7,0.6686,22.29
39.249843,566.0,0.6706,22.35
39.333176,566.3,0.6727,22.42
39.416509,566.7,0.6748,22.49
39.499842,567.0,0.6768,22.56
39.583175,567.2,0.6789,22.63
39.666508,567.4,0.6810,22.70
39.749841,567.7,0.6831,22.77
39.833174,568.1,0.6852,22.84
39.916507,568.4,0.6872,22.91
39.999840,568.6,0.6893,22.98
40.083173,568.9,0.6913,23.04
40.166506,569.1,0.6934,23.11
40.249839,569.4,0.6955,23.18
40.333172,569.7,0.6977,23.26
40.416505,570.0,0.6997,23.32
40.499838,570.3,0.7017,23.39
40.583171,570.5,0.7037,23.46
40.666504,570.7,0.7058,23.53
40.749837,571.0,0.7079,23.60
40.833170,571.2,0.7100,23.67
40.916503,571.6,0.7121,23.74
40.999836,571.8,0.7141,23.80
41.083169,572.1,0.7161,23.87
41.166502,572.2,0.7182,23.94
41.249835,572.5,0.7202,24.01
41.333168,572.7,0.7223,24.08
41.416501,573.0,0.7244,24.15
41.499834,573.3,0.7264,24.21
41.583167,573.5,0.7284,24.28
41.666500,573.7,0.7305,24.35
41.749833,573.9,0.7326,24.42
41.833166,574.2,0.7347,24.49
41.916499,574.5,0.7368,24.56
41.999832,574.8,0.7389,24.63
42.083165,575.0,0.7409,24.70
42.166498,575.1,0.7430,24.77
42.249831,575.3,0.7451,24.84
42.333164,575.5,0.7472,24.91
42.416497,575.7,0.7493,24.98
42.499830,576.0,0.7514,25.05
42.583163,576.2,0.7534,25.11
42.666496,576.4,0.7554,25.18
42.749829,576.6,0.7576,25.25
42.833162,576.8,0.7596,25.32
42.916495,577.0,0.7617,25.39
42.999828,577.2,0.7638,25.46
43.083161,577.5,0.7658,25.53
43.166494,577.6,0.7679,25.60
43.249827,577.8,0.7700,25.67
43.333160,578.0,0.7721,25.74
43.416493,578.2,0.7742,25.81
43.499826,578.4,0.7763,25.88
43.583159,578.6,0.7783,25.94
43.666492,578.8,0.7804,26.01
43.749825,578.9,0.7825,26.08
43.833158,579.1,0.7845,26.15
43.916491,579.3,0.7866,26.22
43.999824,579.5,0.7887,26.29
44.083157,579.7,0.7908,26.36
44.166490,579.9,0.7928,26.43
44.249823,580.0,0.7949,26.50
44.333156,580.2,0.7970,26.57
44.416489,580.4,0.7991,26.64
44.499822,580.5,0.8011,26.70
44.583155,580.7,0.8032,26.77
44.666488,580.9,0.8052,26.84
44.749821,581.0,0.8073,26.91
44.833154,581.1,0.8094,26.98
44.916487,581.3,0.8114,27.05
44.999820,581.4,0.8135,27.12
45.083153,581.6,0.8156,27.19
45.166486,581.8,0.8176,27.25
45.249819,581.9,0.8197,27.32
45.333152,582.0,0.8218,27.39
45.416485,582.2,0.8238,27.46
45.499818,582.3,0.8259,27.53
45.583151,582.5,0.8280,27.60
45.666484,582.6,0.8300,27.67
45.749817,582.7,0.8321,27.74
45.833150,582.8,0.8343,27.81
45.916483,583.0,0.8363,27.88
45.999816,583.1,0.8384,27.95
46.083149,583.2,0.8405,28.02
46.166482,583.4,0.8425,28.08
46.249815,583.4,0.8446,28.15
46.333148,583.5,0.8467,28.22
46.416481,583.6,0.8488,28.29
46.499814,583.8,0.8508,28.36
46.583147,583.9,0.8529,28.43
46.666480,584.0,0.8549,28.50
46.749813,584.1,0.8569,28.56
46.833146,584.2,0.8590,28.63
46.916479,584.3,0.8611,28.70
46.999812,584.4,0.8632,28.77
47.083145,584.5,0.8653,28.84
47.166478,584.6,0.8673,28.91
47.249811,584.6,0.8693,28.98
47.333144,584.7,0.8714,29.05
47.416477,584.8,0.8736,29.12
47.499810,584.9,0.8756,29.19
47.583143,584.9,0.8777,29.26
47.666476,585.0,0.8798,29.33
47.749809,585.0,0.8818,29.39
47.833142,585.0,0.8838,29.46
47.916475,585.1,0.8860,29.53
47.999808,585.1,0.8881,29.60
48.083141,585.2,0.8901,29.67
48.166474,585.3,0.8922,29.74
48.249807,585.3,0.8942,29.81
48.333140,585.2,0.8962,29.87
48.416473,585.2,0.8984,29.95
48.499806,585.3,0.9005,30.02
48.583139,585.3,0.9025,30.08
48.666472,585.4,0.9046,30.15
48.749805,585.4,0.9066,30.22
48.833138,585.3,0.9086,30.29
48.916471,585.2,0.9107,30.36
48.999804,585.2,0.9128,30.43
49.083137,585.2,0.9149,30.50
49.166470,585.2,0.9171,30.57
49.249803,585.1,0.9190,30.63
49.333136,585.0,0.9211,30.70
49.416469,584.8,0.9232,30.77
49.499802,584.7,0.9253,30.84
49.583135,584.6,0.9274,30.91
49.666468,584.5,0.9295,30.98
49.749801,584.4,0.9315,31.05
49.833134,584.2,0.9335,31.12
49.916467,583.9,0.9356,31.19
49.999800,583.8,0.9377,31.26
50.083133,583.7,0.9398,31.33
50.166466,583.5,0.9419,31.40
50.249799,583.4,0.9439,31.46
50.333132,583.2,0.9459,31.53
50.416465,582.8,0.9480,31.60
50.499798,582.6,0.9501,31.67
50.583131,582.3,0.9522,31.74
50.666464,582.0,0.9543,31.81
50.749797,581.4,0.9564,31.88
50.833130,580.6,0.9584,31.95
50.916463,579.6,0.9604,32.01
50.999796,578.4,0.9625,32.08
51.083129,577.0,0.9646,32.15
51.166462,527.3,0.9672,32.24
51.249795,410.5,0.9690,32.30
51.333128,294.3,0.9710,32.37
51.416461,178.6,0.9729,32.43
51.499794,62.26,0.9749,32.50
