Time (sec),Stress (MPa),Position (mm),Strain From Position (%)
16.249935,300.0,0.1696,5.652
16.333268,300.7,0.1717,5.724
16.416601,301.3,0.1738,5.792
16.499934,302.0,0.1758,5.860
16.583267,302.6,0.1779,5.929
16.666600,303.2,0.1799,5.997
16.749933,303.8,0.1819,6.065
16.833266,304.4,0.1841,6.138
16.916599,305.0,0.1862,6.207
16.999932,305.6,0.1883,6.276
17.083265,306.2,0.1903,6.345
17.166598,306.8,0.1923,6.410
17.249931,307.3,0.1944,6.480
17.333264,307.9,0.1965,6.551
17.416597,308.4,0.1986,6.620
17.499930,308.9,0.2007,6.690
17.583263,309.5,0.2028,6.759
17.666596,309.9,0.2047,6.824
17.749929,310.4,0.2068,6.895
17.833262,310.9,0.2090,6.965
17.916595,311.4,0.2110,7.035
17.999928,311.9,0.2131,7.103
18.083261,312.4,0.2152,7.173
18.166594,312.8,0.2172,7.238
18.249927,313.2,0.2192,7.307
18.333260,313.6,0.2214,7.379
18.416593,314.1,0.2235,7.449
18.499926,314.5,0.2255,7.516
18.583259,314.9,0.2276,7.586
18.666592,315.4,0.2296,7.652
18.749925,315.7,0.2316,7.721
18.833258,316.1,0.2337,7.791
18.916591,316.5,0.2358,7.861
18.999924,316.9,0.2379,7.931
19.083257,317.3,0.2400,8.000
19.166590,317.7,0.2420,8.068
19.249923,318.0,0.2440,8.134
19.333256,318.4,0.2461,8.204
19.416589,318.8,0.2483,8.276
19.499922,319.1,0.2503,8.344
19.583255,319.5,0.2524,8.414
19.666588,319.9,0.2544,8.480
19.749921,320.2,0.2564,8.548
19.833254,320.5,0.2585,8.618
19.916587,320.8,0.2607,8.689
19.999920,321.2,0.2628,8.759
20.083253,321.5,0.2648,8.826
20.166586,321.9,0.2669,8.896
20.249919,322.1,0.2689,8.962
20.333252,322.4,0.2709,9.031
20.416585,322.7,0.2730,9.101
20.499918,323.0,0.2751,9.172
20.583251,323.3,0.2772,9.242
20.666584,323.7,0.2793,9.309
20.749917,323.9,0.2813,9.378
20.833250,324.2,0.2833,9.444
20.916583,324.4,0.2855,9.516
20.999916,324.7,0.2875,9.584
21.083249,325.0,0.2897,9.658
21.166582,325.3,0.2918,9.727
21.249915,325.6,0.2938,9.794
21.333248,325.8,0.2958,9.860
21.416581,326.1,0.2979,9.930
21.499914,326.3,0.3000,10.00
21.583247,326.6,0.3021,10.07
21.666580,326.9,0.3042,10.14
21.749913,327.1,0.3062,10.21
21.833246,327.4,0.3082,10.27
21.916579,327.6,0.3104,10.35
21.999912,327.8,0.3125,10.42
22.083245,328.1,0.3146,10.49
22.166578,328.3,0.3166,10.55
22.249911,328.6,0.3186,10.62
22.333244,328.8,0.3207,10.69
22.416577,329.0,0.3227,10.76
22.499910,329.2,0.3249,10.83
22.583243,329.4,0.3270,10.90
22.666576,329.7,0.3290,10.97
22.749909,329.9,0.3311,11.04
22.833242,330.1,0.3331,11.10
22.916575,330.3,0.3351,11.17
22.999908,330.5,0.3373,11.24
23.083241,330.7,0.3393,11.31
23.166574,330.9,0.3415,11.38
23.249907,331.1,0.3436,11.45
23.333240,331.3,0.3456,11.52
23.416573,331.5,0.3476,11.59
23.499906,331.7,0.3497,11.66
23.583239,331.8,0.3518,11.73
23.666572,332.0,0.3539,11.80
23.749905,332.3,0.3559,11.86
23.833238,332.4,0.3579,11.93
23.916571,332.6,0.3600,12.00
23.999904,332.8,0.3621,12.07
24.083237,332.9,0.3642,12.14
24.166570,333.1,0.3663,12.21
24.249903,333.3,0.3684,12.28
24.333236,333.5,0.3704,12.35
24.416569,333.6,0.3724,12.41
24.499902,333.8,0.3745,12.48
24.583235,333.9,0.3766,12.55
24.666568,334.1,0.3787,12.62
24.749901,334.3,0.3808,12.69
24.833234,334.5,0.3829,12.76
24.916567,334.6,0.3848,12.83
24.999900,334.7,0.3869,12.90
25.083233,334.9,0.3890,12.97
25.166566,335.1,0.3911,13.04
25.249899,335.2,0.3932,13.11
25.333232,335.4,0.3953,13.18
25.416565,335.5,0.3973,13.24
25.499898,335.6,0.3993,13.31
25.583231,335.8,0.4014,13.38
25.666564,335.9,0.4035,13.45
25.749897,336.1,0.4055,13.52
25.833230,336.2,0.4076,13.59
25.916563,336.4,0.4096,13.65
25.999896,336.5,0.4117,13.72
26.083229,336.6,0.4138,13.79
26.166562,336.7,0.4159,13.86
26.249895,336.9,0.4180,13.93
26.333228,337.0,0.4200,14.00
26.416561,337.1,0.4221,14.07
26.499894,337.3,0.4241,14.14
26.583227,337.4,0.4262,14.21
26.666560,337.5,0.4283,14.28
26.749893,337.6,0.4304,14.35
26.833226,337.8,0.4325,14.42
26.916559,337.9,0.4345,14.48
26.999892,338.0,0.4365,14.55
27.083225,338.1,0.4386,14.62
27.166558,338.2,0.4407,14.69
27.249891,338.3,0.4428,14.76
27.333224,338.4,0.4448,14.83
27.416557,338.6,0.4469,14.90
27.499890,338.6,0.4490,14.97
27.583223,338.7,0.4510,15.03
27.666556,338.9,0.4531,15.10
27.749889,339.0,0.4552,15.17
27.833222,339.1,0.4573,15.24
27.916555,339.2,0.4593,15.31
27.999888,339.3,0.4614,15.38
28.083221,339.3,0.4635,15.45
28.166554,339.5,0.4656,15.52
28.249887,339.6,0.4677,15.59
28.333220,339.7,0.4698,15.66
28.416553,339.8,0.4718,15.73
28.499886,339.9,0.4738,15.79
28.583219,339.9,0.4759,15.86
28.666552,340.1,0.4781,15.94
28.749885,340.1,0.4801,16.00
28.833218,340.2,0.4822,16.07
28.916551,340.3,0.4842,16.14
28.999884,340.4,0.4862,16.21
29.083217,340.4,0.4883,16.28
29.166550,340.5,0.4905,16.35
29.249883,340.6,0.4925,16.42
29.333216,340.7,0.4946,16.49
29.416549,340.8,0.4967,16.56
29.499882,340.9,0.4987,16.62
29.583215,340.9,0.5007,16.69
29.666548,341.0,0.5029,16.76
29.749881,341.1,0.5050,16.83
29.833214,341.1,0.5070,16.90
29.916547,341.2,0.5091,16.97
29.999880,341.3,0.5111,17.04
30.083213,341.4,0.5132,17.11
30.166546,341.4,0.5152,17.17
30.249879,341.5,0.5174,17.25
30.333212,341.6,0.5195,17.32
30.416545,341.7,0.5215,17.38
30.499878,341.7,0.5235,17.45
30.583211,341.8,0.5256,17.52
30.666544,341.8,0.5276,17.59
30.749877,341.9,0.5298,17.66
30.833210,342.0,0.5319,17.73
30.916543,342.0,0.5339,17.80
30.999876,342.1,0.5360,17.87
31.083209,342.2,0.5380,17.93
31.166542,342.2,0.5400,18.00
31.249875,342.2,0.5422,18.07
31.333208,342.3,0.5442,18.14
31.416541,342.4,0.5464,18.21
31.499874,342.5,0.5484,18.28
31.583207,342.5,0.5504,18.35
31.666540,342.5,0.5525,18.42
31.749873,342.5,0.5545,18.48
31.833206,342.6,0.5567,18.56
31.916539,342.7,0.5587,18.62
31.999872,342.7,0.5608,18.69
32.083205,342.8,0.5628,18.76
32.166538,342.8,0.5649,18.83
32.249871,342.8,0.5670,18.90
32.333204,342.9,0.5690,18.97
32.416537,342.9,0.5712,19.04
32.499870,343.0,0.5732,19.11
32.583203,343.0,0.5753,19.18
32.666536,343.1,0.5773,19.24
32.749869,343.1,0.5794,19.31
32.833202,343.1,0.5815,19.38
32.916535,343.2,0.5836,19.45
32.999868,343.2,0.5857,19.52
33.083201,343.3,0.5877,19.59
33.166534,343.3,0.5897,19.66
33.249867,343.3,0.5918,19.73
33.333200,343.4,0.5939,19.80
33.416533,343.4,0.5961,19.87
33.499866,343.4,0.5981,19.94
33.583199,343.5,0.6002,20.01
33.666532,343.5,0.6022,20.07
33.749865,343.5,0.6042,20.14
33.833198,343.5,0.6063,20.21
33.916531,343.5,0.6084,20.28
33.999864,343.6,0.6105,20.35
34.083197,343.6,0.6126,20.42
34.166530,343.7,0.6146,20.49
34.249863,343.7,0.6166,20.55
34.333196,343.7,0.6187,20.62
34.416529,343.7,0.6208,20.69
34.499862,343.7,0.6229,20.76
34.583195,343.8,0.6250,20.83
34.666528,343.8,0.6270,20.90
34.749861,343.8,0.6290,20.97
34.833194,343.8,0.6311,21.04
34.916527,343.8,0.6332,21.11
34.999860,343.8,0.6353,21.18
35.083193,343.9,0.6374,21.25
35.166526,343.9,0.6394,21.31
35.249859,343.9,0.6414,21.38
35.333192,343.9,0.6435,21.45
35.416525,343.9,0.6456,21.52
35.499858,343.9,0.6477,21.59
35.583191,343.9,0.6498,21.66
35.666524,344.0,0.6518,21.73
35.749857,344.0,0.6538,21.79
35.833190,343.9,0.6559,21.86
35.916523,344.0,0.6580,21.93
35.999856,344.0,0.6601,22.00
36.083189,344.0,0.6621,22.07
36.166522,344.0,0.6642,22.14
36.249855,344.0,0.6662,22.21
36.333188,344.0,0.6683,22.28
36.416521,344.0,0.6704,22.35
36.499854,344.0,0.6724,22.41
36.583187,344.0,0.6745,22.48
36.666520,344.0,0.6765,22.55
36.749853,344.0,0.6786,22.62
36.833186,344.0,0.6806,22.69
36.916519,344.0,0.6827,22.76
36.999852,344.0,0.6848,22.83
37.083185,344.0,0.6869,22.90
37.166518,344.0,0.6890,22.97
37.249851,344.0,0.6910,23.03
37.333184,344.0,0.6931,23.10
37.416517,344.0,0.6952,23.17
37.499850,344.0,0.6973,23.24
37.583183,344.0,0.6994,23.31
37.666516,344.0,0.7015,23.38
37.749849,343.9,0.7035,23.45
37.833182,343.9,0.7055,23.52
37.916515,343.9,0.7076,23.59
37.999848,343.9,0.7097,23.66
38.083181,343.9,0.7118,23.73
38.166514,343.9,0.7139,23.80
38.249847,343.9,0.7160,23.87
38.333180,343.9,0.7180,23.93
38.416513,343.8,0.7200,24.00
38.499846,343.8,0.7222,24.07
38.583179,343.8,0.7242,24.14
38.666512,343.8,0.7263,24.21
38.749845,343.8,0.7284,24.28
38.833178,343.7,0.7304,24.35
38.916511,343.7,0.7325,24.42
38.999844,343.7,0.7346,24.49
39.083177,343.7,0.7366,24.55
39.166510,343.6,0.7387,24.62
39.249843,343.7,0.7408,24.69
39.333176,343.6,0.7428,24.76
39.416509,343.5,0.7449,24.83
39.499842,343.5,0.7470,24.90
39.583175,343.5,0.7491,24.97
39.666508,343.5,0.7512,25.04
39.749841,343.5,0.7533,25.11
39.833174,343.4,0.7553,25.18
39.916507,343.4,0.7573,25.24
39.999840,343.3,0.7595,25.32
40.083173,343.3,0.7616,25.39
40.166506,343.3,0.7636,25.45
40.249839,343.3,0.7657,25.52
40.333172,343.2,0.7677,25.59
40.416505,343.2,0.7697,25.66
40.499838,343.1,0.7718,25.73
40.583171,343.1,0.7739,25.80
40.666504,343.1,0.7760,25.87
40.749837,343.0,0.7781,25.94
40.833170,343.0,0.7801,26.00
40.916503,342.9,0.7822,26.07
40.999836,342.8,0.7842,26.14
41.083169,342.8,0.7864,26.21
41.166502,342.8,0.7885,26.28
41.249835,342.7,0.7905,26.35
41.333168,342.7,0.7926,26.42
41.416501,342.6,0.7946,26.49
41.499834,342.5,0.7966,26.55
41.583167,342.5,0.7988,26.63
41.666500,342.5,0.8008,26.69
41.749833,342.4,0.8029,26.76
41.833166,342.4,0.8049,26.83
41.916499,342.3,0.8069,26.90
41.999832,342.2,0.8089,26.96
42.083165,342.2,0.8111,27.04
42.166498,342.1,0.8132,27.11
42.249831,342.1,0.8153,27.18
42.333164,342.0,0.8174,27.25
42.416497,342.0,0.8194,27.31
42.499830,341.9,0.8214,27.38
42.583163,341.8,0.8235,27.45
42.666496,341.7,0.8256,27.52
42.749829,341.7,0.8277,27.59
42.833162,341.6,0.8298,27.66
42.916495,341.6,0.8318,27.73
42.999828,341.5,0.8339,27.80
43.083161,341.4,0.8359,27.86
43.166494,341.3,0.8381,27.94
43.249827,341.3,0.8401,28.00
43.333160,341.2,0.8422,28.07
43.416493,341.1,0.8443,28.14
43.499826,341.0,0.8463,28.21
43.583159,340.9,0.8484,28.28
43.666492,340.9,0.8505,28.35
43.749825,340.8,0.8526,28.42
43.833158,340.7,0.8546,28.49
43.916491,340.6,0.8567,28.56
43.999824,340.5,0.8587,28.62
44.083157,340.4,0.8607,28.69
44.166490,340.3,0.8628,28.76
44.249823,340.2,0.8650,28.83
44.333156,340.1,0.8671,28.90
44.416489,340.1,0.8691,28.97
44.499822,340.0,0.8711,29.04
44.583155,339.9,0.8732,29.11
44.666488,339.8,0.8752,29.17
44.749821,339.7,0.8774,29.25
44.833154,339.6,0.8795,29.32
44.916487,339.5,0.8816,29.39
44.999820,339.4,0.8836,29.45
45.083153,339.2,0.8856,29.52
45.166486,339.1,0.8877,29.59
45.249819,339.0,0.8898,29.66
45.333152,338.9,0.8919,29.73
45.416485,338.8,0.8940,29.80
45.499818,338.7,0.8960,29.87
45.583151,338.6,0.8980,29.93
45.666484,338.4,0.9001,30.00
45.749817,338.3,0.9022,30.07
45.833150,338.2,0.9043,30.14
45.916483,338.1,0.9064,30.21
45.999816,338.0,0.9085,30.28
46.083149,337.8,0.9104,30.35
46.166482,337.7,0.9125,30.42
46.249815,337.5,0.9146,30.49
46.333148,337.4,0.9167,30.56
46.416481,337.3,0.9188,30.63
46.499814,337.2,0.9209,30.70
46.583147,337.0,0.9229,30.76
46.666480,336.9,0.9249,30.83
46.749813,336.7,0.9270,30.90
46.833146,336.6,0.9291,30.97
46.916479,336.4,0.9312,31.04
46.999812,336.3,0.9333,31.11
47.083145,336.2,0.9353,31.18
47.166478,336.0,0.9374,31.25
47.249811,335.8,0.9395,31.32
47.333144,335.7,0.9416,31.39
47.416477,335.5,0.9436,31.45
47.499810,335.3,0.9457,31.52
47.583143,335.2,0.9477,31.59
47.666476,335.0,0.9498,31.66
47.749809,334.8,0.9519,31.73
47.833142,334.6,0.9540,31.80
47.916475,334.5,0.9561,31.87
47.999808,334.3,0.9581,31.94
48.083141,334.1,0.9602,32.01
48.166474,333.9,0.9622,32.07
48.249807,333.7,0.9643,32.14
48.333140,333.6,0.9664,32.21
48.416473,333.4,0.9685,32.28
48.499806,333.2,0.9705,32.35
48.583139,333.0,0.9725,32.42
48.666472,332.8,0.9746,32.49
48.749805,332.6,0.9767,32.56
48.833138,332.4,0.9788,32.63
48.916471,332.2,0.9808,32.69
48.999804,332.0,0.9830,32.77
49.083137,331.8,0.9850,32.83
49.166470,331.6,0.9870,32.90
49.249803,331.4,0.9891,32.97
49.333136,331.1,0.9912,33.04
49.416469,330.9,0.9933,33.11
49.499802,330.7,0.9954,33.18
49.583135,330.5,0.9974,33.25
49.666468,330.3,0.9994,33.31
49.749801,330.0,1.001,33.38
49.833134,329.8,1.004,33.46
49.916467,329.6,1.006,33.52
49.999800,329.3,1.008,33.59
50.083133,329.1,1.010,33.66
50.166466,328.9,1.012,33.73
50.249799,328.6,1.014,33.80
50.333132,328.4,1.016,33.87
50.416465,328.1,1.018,33.94
50.499798,327.9,1.020,34.01
50.583131,327.7,1.022,34.08
50.666464,327.4,1.024,34.14
50.749797,327.1,1.026,34.21
50.833130,326.8,1.028,34.28
50.916463,326.6,1.031,34.35
50.999796,326.3,1.033,34.42
51.083129,326.1,1.035,34.49
51.166462,325.8,1.037,34.56
51.249795,325.5,1.039,34.62
51.333128,325.2,1.041,34.69
51.416461,324.9,1.043,34.77
51.499794,324.7,1.045,34.83
51.583127,324.4,1.047,34.90
51.666460,324.1,1.049,34.97
51.749793,323.8,1.051,35.04
51.833126,323.5,1.053,35.11
51.916459,323.2,1.055,35.18
51.999792,322.9,1.057,35.25
52.083125,322.6,1.060,35.32
52.166458,322.3,1.062,35.39
52.249791,322.0,1.064,35.45
52.333124,321.7,1.066,35.52
52.416457,321.4,1.068,35.59
52.499790,321.1,1.070,35.66
52.583123,320.8,1.072,35.73
52.666456,320.5,1.074,35.80
52.749789,320.2,1.076,35.87
52.833122,319.8,1.078,35.93
52.916455,319.5,1.080,36.01
52.999788,319.2,1.082,36.08
53.083121,318.8,1.084,36.15
53.166454,318.5,1.086,36.22
53.249787,318.2,1.088,36.28
53.333120,317.8,1.090,36.35
53.416453,317.4,1.093,36.42
53.499786,317.1,1.095,36.49
53.583119,316.8,1.097,36.56
53.666452,316.4,1.099,36.63
53.749785,316.1,1.101,36.70
53.833118,315.7,1.103,36.76
53.916451,315.3,1.105,36.83
53.999784,314.9,1.107,36.90
54.083117,314.5,1.109,36.97
54.166450,314.2,1.111,37.04
54.249783,313.8,1.113,37.11
54.333116,313.4,1.115,37.18
54.416449,313.0,1.117,37.25
54.499782,312.6,1.120,37.32
54.583115,312.3,1.122,37.39
54.666448,311.9,1.124,37.46
54.749781,311.5,1.126,37.53
54.833114,311.1,1.128,37.59
54.916447,310.7,1.130,37.66
54.999780,310.3,1.132,37.73
55.083113,309.8,1.134,37.80
55.166446,309.4,1.136,37.87
55.249779,309.0,1.138,37.94
55.333112,308.6,1.140,38.01
55.416445,308.2,1.142,38.07
55.499778,307.8,1.144,38.14
55.583111,307.3,1.146,38.21
55.666444,306.9,1.149,38.28
55.749777,306.5,1.151,38.35
55.833110,306.0,1.153,38.42
55.916443,305.6,1.155,38.49
55.999776,305.1,1.157,38.56
56.083109,304.7,1.159,38.63
56.166442,304.2,1.161,38.70
56.249775,303.8,1.163,38.77
56.333108,303.3,1.165,38.84
56.416441,302.8,1.167,38.90
56.499774,302.4,1.169,38.97
56.583107,301.9,1.171,39.04
56.666440,301.4,1.173,39.11
56.749773,301.0,1.175,39.18
56.833106,300.5,1.178,39.25
56.916439,300.0,1.180,39.32
56.999772,299.5,1.182,39.39
57.083105,299.0,1.184,39.46
57.166438,298.5,1.186,39.53
57.249771,298.0,1.188,39.60
57.333104,297.5,1.190,39.67
57.416437,297.0,1.192,39.73
57.499770,296.4,1.194,39.80
57.583103,295.9,1.196,39.87
57.666436,295.4,1.198,39.94
57.749769,294.9,1.200,40.01
57.833102,294.3,1.202,40.08
57.916435,293.8,1.204,40.15
57.999768,293.2,1.206,40.21
58.083101,292.7,1.208,40.28
58.166434,292.2,1.211,40.35
58.249767,291.6,1.213,40.42
58.333100,291.1,1.215,40.49
58.416433,290.5,1.217,40.56
58.499766,290.0,1.219,40.63
58.583099,289.4,1.221,40.70
58.666432,288.8,1.223,40.77
58.749765,288.3,1.225,40.84
58.833098,287.7,1.227,40.91
58.916431,287.1,1.229,40.97
58.999764,286.5,1.231,41.04
59.083097,285.9,1.233,41.11
59.166430,285.3,1.235,41.18
59.249763,284.7,1.238,41.25
59.333096,284.1,1.240,41.32
59.416429,283.5,1.242,41.39
59.499762,282.9,1.244,41.46
59.583095,282.3,1.246,41.52
59.666428,281.7,1.248,41.59
59.749761,281.0,1.250,41.66
59.833094,280.4,1.252,41.73
59.916427,279.8,1.254,41.80
59.999760,279.1,1.256,41.87
60.083093,278.5,1.258,41.94
60.166426,277.8,1.260,42.01
60.249759,277.2,1.262,42.07
60.333092,276.5,1.264,42.14
60.416425,275.9,1.266,42.21
60.499758,275.2,1.268,42.28
60.583091,274.5,1.270,42.35
60.666424,273.9,1.273,42.42
60.749757,273.2,1.275,42.49
60.833090,272.5,1.277,42.56
60.916423,271.9,1.279,42.63
60.999756,271.2,1.281,42.70
61.083089,270.5,1.283,42.76
61.166422,269.8,1.285,42.83
61.249755,269.1,1.287,42.91
61.333088,268.3,1.289,42.98
61.416421,267.6,1.291,43.04
61.499754,266.9,1.293,43.11
61.583087,266.1,1.295,43.18
61.666420,265.4,1.297,43.25
61.749753,264.7,1.300,43.32
61.833086,264.0,1.302,43.39
61.916419,263.2,1.304,43.46
61.999752,262.5,1.306,43.52
62.083085,261.7,1.308,43.59
62.166418,260.9,1.310,43.66
62.249751,260.2,1.312,43.73
62.333084,259.4,1.314,43.80
62.416417,258.7,1.316,43.87
62.499750,257.9,1.318,43.94
62.583083,257.1,1.320,44.01
62.666416,256.3,1.322,44.07
62.749749,255.5,1.324,44.15
62.833082,254.7,1.326,44.22
62.916415,253.9,1.329,44.29
62.999748,253.1,1.331,44.35
63.083081,252.2,1.333,44.42
63.166414,251.4,1.335,44.49
63.249747,250.6,1.337,44.56
63.333080,249.7,1.339,44.63
63.416413,248.9,1.341,44.70
63.499746,248.1,1.343,44.77
63.583079,247.2,1.345,44.84
63.666412,246.3,1.347,44.90
63.749745,245.4,1.349,44.97
63.833078,244.6,1.351,45.04
63.916411,243.7,1.353,45.11
63.999744,242.8,1.355,45.18
64.083077,241.9,1.358,45.25
64.166410,241.0,1.359,45.32
64.249743,240.1,1.362,45.39
64.333076,239.2,1.364,45.46
64.416409,238.3,1.366,45.53
64.499742,237.4,1.368,45.60
64.583075,236.5,1.370,45.67
64.666408,235.5,1.372,45.73
64.749741,234.6,1.374,45.80
64.833074,233.7,1.376,45.87
64.916407,232.7,1.378,45.94
64.999740,231.8,1.380,46.01
