Time (sec),Stress (MPa),Position (mm),Strain From Position (%)
9.416629,111.1,-0.0007000,-0.02333
9.499962,111.1,-0.0007000,-0.02333
9.583295,111.1,-0.0007000,-0.02333
9.666628,111.1,-0.0006809,-0.02270
9.749961,111.0,-0.0006000,-0.02000
9.833294,111.0,-0.0006000,-0.02000
9.916627,111.0,-0.0006000,-0.02000
9.999960,111.0,-0.0006000,-0.02000
10.083293,111.0,-0.0006000,-0.02000
10.166626,111.0,-0.0005705,-0.01902
10.249959,111.0,-0.0005000,-0.01667
10.333292,110.9,-0.0005000,-0.01667
10.416625,110.9,-0.0005000,-0.01667
10.499958,110.9,-0.0005000,-0.01667
10.583291,110.9,-0.0005000,-0.01667
10.666624,110.9,-0.0005000,-0.01667
10.749957,110.9,-0.0005000,-0.01667
10.833290,110.9,-0.0003080,-0.01027
10.916623,110.9,-1.200E-05,-0.0003999
10.999956,111.6,0.001979,0.06598
11.083289,113.4,0.004069,0.1356
11.166622,116.0,0.006116,0.2039
11.249955,119.4,0.008147,0.2716
11.333288,123.5,0.01031,0.3437
11.416621,127.6,0.01233,0.4112
11.499954,131.5,0.01451,0.4838
11.583287,135.4,0.01660,0.5535
11.666620,139.2,0.01865,0.6218
11.749953,143.1,0.02063,0.6876
11.833286,146.9,0.02274,0.7581
11.916619,150.7,0.02479,0.8263
11.999952,154.5,0.02695,0.8983
12.083285,158.4,0.02904,0.9679
12.166618,162.3,0.03109,1.036
12.249951,166.2,0.03308,1.103
12.333284,170.0,0.03518,1.173
12.416617,173.9,0.03728,1.243
12.499950,177.9,0.03934,1.311
12.583283,181.9,0.04142,1.381
12.666616,185.9,0.04353,1.451
12.749949,189.9,0.04550,1.517
12.833282,193.9,0.04754,1.585
12.916615,197.9,0.04963,1.654
12.999948,201.9,0.05172,1.724
13.083281,205.9,0.05381,1.794
13.166614,209.9,0.05589,1.863
13.249947,213.8,0.05792,1.931
13.333280,217.7,0.05993,1.998
13.416613,221.5,0.06204,2.068
13.499946,225.3,0.06415,2.138
13.583279,229.0,0.06624,2.208
13.666612,232.4,0.06831,2.277
13.749945,235.8,0.07033,2.344
13.833278,239.1,0.07240,2.413
13.916611,242.3,0.07446,2.482
13.999944,245.5,0.07653,2.551
14.083277,248.6,0.07867,2.622
14.166610,251.6,0.08067,2.689
14.249943,254.5,0.08272,2.757
14.333276,257.2,0.08475,2.825
14.416609,259.7,0.08683,2.894
14.499942,262.1,0.08892,2.964
14.583275,264.4,0.09101,3.034
14.666608,266.5,0.09310,3.103
14.749941,268.4,0.09516,3.172
14.833274,270.3,0.09719,3.240
14.916607,272.0,0.09927,3.309
14.999940,273.6,0.1014,3.379
15.083273,275.1,0.1034,3.448
15.166606,276.6,0.1055,3.518
15.249939,277.9,0.1076,3.586
15.333272,279.3,0.1096,3.654
15.416605,280.5,0.1117,3.723
15.499938,281.7,0.1138,3.793
15.583271,282.9,0.1159,3.863
15.666604,284.0,0.1179,3.932
15.749937,285.2,0.1200,4.001
15.833270,286.2,0.1221,4.068
15.916603,287.2,0.1241,4.136
15.999936,288.3,0.1262,4.207
16.083269,289.2,0.1283,4.277
16.166602,290.2,0.1304,4.347
16.249935,291.1,0.1325,4.416
16.333268,292.0,0.1345,4.483
16.416601,292.9,0.1365,4.551
16.499934,293.8,0.1386,4.621
16.583267,294.6,0.1408,4.692
16.666600,295.5,0.1428,4.761
16.749933,296.3,0.1449,4.830
16.833266,297.1,0.1469,4.898
16.916599,297.8,0.1490,4.966
16.999932,298.6,0.1511,5.037
17.083265,299.3,0.1532,5.106
17.166598,300.0,0.1552,5.174
17.249931,300.8,0.1573,5.244
17.333264,301.5,0.1594,5.313
17.416597,302.1,0.1613,5.378
17.499930,302.7,0.1635,5.450
17.583263,303.4,0.1656,5.521
17.666596,304.1,0.1677,5.590
17.749929,304.7,0.1697,5.657
17.833262,305.4,0.1718,5.727
17.916595,305.9,0.1738,5.793
17.999928,306.5,0.1759,5.862
18.083261,307.1,0.1780,5.935
18.166594,307.7,0.1801,6.004
18.249927,308.2,0.1822,6.073
18.333260,308.8,0.1842,6.140
18.416593,309.4,0.1862,6.207
18.499926,309.9,0.1883,6.277
18.583259,310.4,0.1904,6.348
18.666592,310.9,0.1925,6.416
18.749925,311.4,0.1947,6.489
18.833258,312.0,0.1966,6.555
18.916591,312.5,0.1986,6.622
18.999924,312.9,0.2007,6.691
19.083257,313.4,0.2028,6.761
19.166590,313.8,0.2049,6.831
19.249923,314.3,0.2071,6.902
19.333256,314.8,0.2091,6.969
19.416589,315.2,0.2111,7.037
19.499922,315.6,0.2131,7.104
19.583255,316.0,0.2152,7.174
19.666588,316.4,0.2174,7.246
19.749921,316.8,0.2194,7.315
19.833254,317.3,0.2215,7.384
19.916587,317.7,0.2236,7.453
19.999920,318.1,0.2256,7.519
20.083253,318.4,0.2277,7.589
20.166586,318.8,0.2298,7.660
20.249919,319.2,0.2320,7.732
20.333252,319.6,0.2340,7.799
20.416585,320.0,0.2360,7.868
20.499918,320.3,0.2380,7.933
20.583251,320.6,0.2401,8.003
20.666584,321.0,0.2422,8.074
20.749917,321.3,0.2443,8.144
20.833250,321.7,0.2464,8.213
20.916583,322.1,0.2485,8.282
20.999916,322.4,0.2505,8.349
21.083249,322.7,0.2525,8.417
21.166582,323.0,0.2546,8.488
21.249915,323.3,0.2567,8.556
21.333248,323.6,0.2588,8.628
21.416581,324.0,0.2609,8.697
21.499914,324.3,0.2629,8.763
21.583247,324.5,0.2649,8.830
21.666580,324.8,0.2670,8.902
21.749913,325.1,0.2691,8.970
21.833246,325.4,0.2712,9.040
21.916579,325.7,0.2733,9.109
21.999912,326.0,0.2753,9.177
22.083245,326.3,0.2773,9.243
22.166578,326.5,0.2794,9.313
22.249911,326.8,0.2815,9.382
22.333244,327.1,0.2836,9.453
22.416577,327.4,0.2857,9.523
22.499910,327.6,0.2878,9.592
22.583243,327.9,0.2898,9.659
22.666576,328.1,0.2919,9.729
22.749909,328.3,0.2940,9.798
22.833242,328.6,0.2960,9.868
22.916575,328.8,0.2982,9.939
22.999908,329.1,0.3002,10.01
23.083241,329.3,0.3022,10.07
23.166574,329.5,0.3043,10.14
23.249907,329.8,0.3064,10.21
23.333240,330.0,0.3085,10.28
23.416573,330.2,0.3106,10.35
23.499906,330.5,0.3126,10.42
23.583239,330.7,0.3146,10.49
23.666572,330.9,0.3167,10.56
23.749905,331.1,0.3188,10.63
23.833238,331.3,0.3209,10.70
23.916571,331.5,0.3230,10.77
23.999904,331.8,0.3250,10.83
24.083237,332.0,0.3271,10.90
24.166570,332.1,0.3291,10.97
24.249903,332.3,0.3312,11.04
24.333236,332.5,0.3332,11.11
24.416569,332.7,0.3354,11.18
24.499902,332.9,0.3374,11.25
24.583235,333.1,0.3395,11.32
24.666568,333.3,0.3415,11.38
24.749901,333.5,0.3436,11.45
24.833234,333.7,0.3457,11.52
24.916567,333.8,0.3478,11.59
24.999900,334.0,0.3499,11.66
25.083233,334.2,0.3519,11.73
25.166566,334.4,0.3539,11.80
25.249899,334.5,0.3560,11.87
25.333232,334.7,0.3581,11.94
25.416565,334.9,0.3602,12.01
25.499898,335.0,0.3623,12.08
25.583231,335.2,0.3644,12.15
25.666564,335.4,0.3664,12.21
25.749897,335.5,0.3685,12.28
25.833230,335.7,0.3705,12.35
25.916563,335.8,0.3726,12.42
25.999896,336.0,0.3747,12.49
26.083229,336.2,0.3768,12.56
26.166562,336.3,0.3788,12.63
26.249895,336.4,0.3809,12.70
26.333228,336.6,0.3830,12.77
26.416561,336.8,0.3851,12.84
26.499894,336.9,0.3872,12.91
26.583227,337.1,0.3892,12.97
26.666560,337.2,0.3912,13.04
26.749893,337.3,0.3932,13.11
26.833226,337.4,0.3954,13.18
26.916559,337.6,0.3975,13.25
26.999892,337.7,0.3996,13.32
27.083225,337.9,0.4017,13.39
27.166558,338.0,0.4037,13.46
27.249891,338.1,0.4058,13.53
27.333224,338.2,0.4079,13.60
27.416557,338.4,0.4099,13.66
27.499890,338.5,0.4120,13.73
27.583223,338.6,0.4141,13.80
27.666556,338.8,0.4161,13.87
27.749889,338.9,0.4182,13.94
27.833222,339.0,0.4203,14.01
27.916555,339.1,0.4224,14.08
27.999888,339.2,0.4244,14.15
28.083221,339.3,0.4266,14.22
28.166554,339.5,0.4285,14.28
28.249887,339.5,0.4305,14.35
28.333220,339.6,0.4327,14.42
28.416553,339.8,0.4347,14.49
28.499886,339.9,0.4368,14.56
28.583219,340.0,0.4389,14.63
28.666552,340.1,0.4410,14.70
28.749885,340.2,0.4430,14.77
28.833218,340.2,0.4451,14.84
28.916551,340.4,0.4472,14.91
28.999884,340.5,0.4493,14.98
29.083217,340.6,0.4513,15.04
29.166550,340.7,0.4534,15.11
29.249883,340.8,0.4554,15.18
29.333216,340.8,0.4575,15.25
29.416549,340.9,0.4596,15.32
29.499882,341.0,0.4617,15.39
29.583215,341.1,0.4638,15.46
29.666548,341.3,0.4659,15.53
29.749881,341.3,0.4679,15.60
29.833214,341.4,0.4699,15.66
29.916547,341.5,0.4721,15.74
29.999880,341.6,0.4742,15.81
30.083213,341.7,0.4762,15.87
30.166546,341.8,0.4783,15.94
30.249879,341.8,0.4803,16.01
30.333212,341.9,0.4823,16.08
30.416545,341.9,0.4844,16.15
30.499878,342.0,0.4866,16.22
30.583211,342.1,0.4886,16.29
30.666544,342.2,0.4907,16.36
30.749877,342.3,0.4927,16.42
30.833210,342.3,0.4948,16.49
30.916543,342.4,0.4968,16.56
30.999876,342.4,0.4990,16.63
31.083209,342.5,0.5011,16.70
31.166542,342.6,0.5031,16.77
31.249875,342.7,0.5052,16.84
31.333208,342.7,0.5072,16.91
31.416541,342.8,0.5093,16.98
31.499874,342.8,0.5114,17.05
31.583207,342.9,0.5135,17.12
31.666540,343.0,0.5156,17.19
31.749873,343.1,0.5176,17.25
31.833206,343.1,0.5196,17.32
31.916539,343.2,0.5217,17.39
31.999872,343.2,0.5238,17.46
32.083205,343.3,0.5259,17.53
32.166538,343.3,0.5280,17.60
32.249871,343.4,0.5300,17.67
32.333204,343.5,0.5321,17.74
32.416537,343.5,0.5341,17.80
32.499870,343.5,0.5362,17.87
32.583203,343.6,0.5383,17.94
32.666536,343.7,0.5404,18.01
32.749869,343.7,0.5424,18.08
32.833202,343.8,0.5444,18.15
32.916535,343.8,0.5465,18.22
32.999868,343.8,0.5486,18.29
33.083201,343.9,0.5507,18.36
33.166534,343.9,0.5529,18.43
33.249867,344.0,0.5549,18.50
33.333200,344.1,0.5569,18.56
33.416533,344.1,0.5589,18.63
33.499866,344.1,0.5610,18.70
33.583199,344.1,0.5631,18.77
33.666532,344.2,0.5652,18.84
33.749865,344.2,0.5673,18.91
33.833198,344.3,0.5693,18.98
33.916531,344.3,0.5713,19.04
33.999864,344.3,0.5734,19.11
34.083197,344.3,0.5755,19.18
34.166530,344.4,0.5776,19.25
34.249863,344.4,0.5797,19.32
34.333196,344.5,0.5817,19.39
34.416529,344.5,0.5838,19.46
34.499862,344.5,0.5858,19.53
34.583195,344.5,0.5879,19.60
34.666528,344.6,0.5900,19.67
34.749861,344.6,0.5921,19.74
34.833194,344.7,0.5942,19.81
34.916527,344.7,0.5962,19.87
34.999860,344.7,0.5983,19.94
35.083193,344.7,0.6004,20.01
35.166526,344.7,0.6024,20.08
35.249859,344.7,0.6045,20.15
35.333192,344.8,0.6066,20.22
35.416525,344.8,0.6086,20.29
35.499858,344.8,0.6107,20.36
35.583191,344.8,0.6128,20.43
35.666524,344.8,0.6149,20.50
35.749857,344.8,0.6170,20.57
35.833190,344.9,0.6190,20.63
35.916523,344.9,0.6210,20.70
35.999856,344.9,0.6231,20.77
36.083189,344.9,0.6251,20.84
36.166522,344.9,0.6272,20.91
36.249855,344.9,0.6293,20.98
36.333188,345.0,0.6314,21.05
36.416521,345.0,0.6335,21.12
36.499854,345.0,0.6354,21.18
36.583187,345.0,0.6375,21.25
36.666520,345.0,0.6396,21.32
36.749853,345.0,0.6417,21.39
36.833186,345.0,0.6438,21.46
36.916519,345.0,0.6458,21.53
36.999852,345.0,0.6479,21.60
37.083185,345.0,0.6499,21.66
37.166518,345.0,0.6520,21.73
37.249851,345.0,0.6541,21.80
37.333184,345.0,0.6562,21.87
37.416517,345.1,0.6582,21.94
37.499850,345.0,0.6603,22.01
37.583183,345.0,0.6623,22.08
37.666516,345.0,0.6644,22.15
37.749849,345.0,0.6665,22.22
37.833182,345.0,0.6686,22.29
37.916515,345.0,0.6706,22.35
37.999848,345.0,0.6727,22.42
38.083181,345.0,0.6747,22.49
38.166514,345.0,0.6768,22.56
38.249847,345.0,0.6789,22.63
38.333180,345.0,0.6809,22.70
38.416513,345.0,0.6830,22.77
38.499846,345.0,0.6851,22.84
38.583179,345.0,0.6871,22.90
38.666512,345.0,0.6893,22.98
38.749845,345.0,0.6914,23.05
38.833178,345.0,0.6935,23.12
38.916511,345.0,0.6955,23.18
38.999844,345.0,0.6976,23.25
39.083177,344.9,0.6995,23.32
39.166510,344.9,0.7017,23.39
39.249843,344.9,0.7038,23.46
39.333176,344.9,0.7059,23.53
39.416509,344.9,0.7080,23.60
39.499842,344.9,0.7101,23.67
39.583175,344.8,0.7120,23.73
39.666508,344.8,0.7141,23.80
39.749841,344.8,0.7162,23.87
39.833174,344.8,0.7183,23.94
39.916507,344.7,0.7204,24.01
39.999840,344.8,0.7225,24.08
40.083173,344.7,0.7244,24.15
40.166506,344.6,0.7266,24.22
40.249839,344.6,0.7286,24.29
40.333172,344.6,0.7307,24.36
40.416505,344.6,0.7328,24.43
40.499838,344.6,0.7349,24.50
40.583171,344.5,0.7368,24.56
40.666504,344.5,0.7389,24.63
40.749837,344.4,0.7410,24.70
40.833170,344.4,0.7431,24.77
40.916503,344.4,0.7453,24.84
40.999836,344.4,0.7473,24.91
41.083169,344.3,0.7493,24.98
41.166502,344.3,0.7514,25.05
41.249835,344.2,0.7535,25.12
41.333168,344.2,0.7556,25.19
41.416501,344.2,0.7577,25.26
41.499834,344.2,0.7598,25.33
41.583167,344.1,0.7618,25.39
41.666500,344.1,0.7638,25.46
41.749833,344.0,0.7659,25.53
41.833166,344.0,0.7680,25.60
41.916499,343.9,0.7701,25.67
41.999832,343.9,0.7722,25.74
42.083165,343.9,0.7742,25.81
42.166498,343.8,0.7762,25.87
42.249831,343.7,0.7783,25.94
42.333164,343.7,0.7804,26.01
42.416497,343.6,0.7825,26.08
42.499830,343.6,0.7846,26.15
42.583163,343.6,0.7867,26.22
42.666496,343.5,0.7887,26.29
42.749829,343.4,0.7907,26.36
42.833162,343.4,0.7928,26.43
42.916495,343.3,0.7949,26.50
42.999828,343.3,0.7970,26.57
43.083161,343.3,0.7990,26.63
43.166494,343.2,0.8011,26.70
43.249827,343.1,0.8031,26.77
43.333160,343.0,0.8052,26.84
43.416493,343.0,0.8073,26.91
43.499826,342.9,0.8094,26.98
43.583159,342.9,0.8114,27.05
43.666492,342.8,0.8135,27.12
43.749825,342.7,0.8155,27.18
43.833158,342.6,0.8175,27.25
43.916491,342.6,0.8197,27.32
43.999824,342.5,0.8218,27.39
44.083157,342.5,0.8239,27.46
44.166490,342.4,0.8260,27.53
44.249823,342.3,0.8279,27.60
44.333156,342.2,0.8300,27.67
44.416489,342.1,0.8321,27.74
44.499822,342.1,0.8342,27.81
44.583155,342.0,0.8363,27.88
44.666488,341.9,0.8384,27.95
44.749821,341.8,0.8403,28.01
44.833154,341.7,0.8424,28.08
44.916487,341.7,0.8445,28.15
44.999820,341.6,0.8466,28.22
45.083153,341.5,0.8486,28.29
45.166486,341.4,0.8507,28.36
45.249819,341.3,0.8527,28.42
45.333152,341.2,0.8548,28.49
45.416485,341.1,0.8569,28.56
45.499818,341.0,0.8590,28.63
45.583151,340.9,0.8611,28.70
45.666484,340.8,0.8632,28.77
45.749817,340.7,0.8652,28.84
45.833150,340.6,0.8672,28.91
45.916483,340.5,0.8693,28.98
45.999816,340.4,0.8714,29.05
46.083149,340.3,0.8735,29.12
46.166482,340.2,0.8756,29.19
46.249815,340.1,0.8777,29.26
46.333148,340.0,0.8797,29.32
46.416481,339.9,0.8818,29.39
46.499814,339.8,0.8838,29.46
46.583147,339.6,0.8859,29.53
46.666480,339.5,0.8880,29.60
46.749813,339.4,0.8901,29.67
46.833146,339.3,0.8921,29.74
46.916479,339.1,0.8941,29.80
46.999812,339.0,0.8962,29.87
47.083145,338.9,0.8983,29.94
47.166478,338.7,0.9004,30.01
47.249811,338.6,0.9025,30.08
47.333144,338.5,0.9045,30.15
47.416477,338.3,0.9065,30.22
47.499810,338.2,0.9086,30.29
47.583143,338.1,0.9107,30.36
47.666476,337.9,0.9128,30.43
47.749809,337.8,0.9148,30.49
47.833142,337.6,0.9169,30.56
47.916475,337.5,0.9190,30.63
47.999808,337.3,0.9210,30.70
48.083141,337.2,0.9231,30.77
48.166474,337.0,0.9252,30.84
48.249807,336.9,0.9273,30.91
48.333140,336.7,0.9293,30.98
48.416473,336.6,0.9314,31.05
48.499806,336.4,0.9334,31.11
48.583139,336.2,0.9356,31.19
48.666472,336.1,0.9377,31.26
48.749805,335.9,0.9397,31.32
48.833138,335.8,0.9418,31.39
48.916471,335.6,0.9438,31.46
48.999804,335.4,0.9459,31.53
49.083137,335.2,0.9480,31.60
49.166470,335.0,0.9500,31.67
49.249803,334.8,0.9521,31.74
49.333136,334.7,0.9542,31.81
49.416469,334.4,0.9562,31.87
49.499802,334.2,0.9583,31.94
49.583135,334.1,0.9604,32.01
49.666468,333.9,0.9624,32.08
49.749801,333.7,0.9645,32.15
49.833134,333.5,0.9666,32.22
49.916467,333.3,0.9685,32.28
49.999800,333.1,0.9707,32.36
50.083133,332.9,0.9728,32.43
50.166466,332.7,0.9749,32.50
50.249799,332.5,0.9770,32.57
50.333132,332.3,0.9790,32.63
50.416465,332.0,0.9810,32.70
50.499798,331.8,0.9830,32.77
50.583131,331.5,0.9852,32.84
50.666464,331.3,0.9873,32.91
50.749797,331.1,0.9893,32.98
50.833130,330.9,0.9914,33.05
50.916463,330.7,0.9934,33.11
50.999796,330.4,0.9955,33.18
51.083129,330.2,0.9976,33.25
51.166462,330.0,0.9997,33.32
51.249795,329.7,1.002,33.39
51.333128,329.5,1.004,33.46
51.416461,329.3,1.006,33.53
51.499794,329.0,1.008,33.60
51.583127,328.7,1.010,33.66
51.666460,328.5,1.012,33.74
51.749793,328.2,1.014,33.81
51.833126,328.0,1.016,33.88
51.916459,327.7,1.018,33.94
51.999792,327.4,1.020,34.01
52.083125,327.1,1.022,34.08
52.166458,326.9,1.025,34.15
52.249791,326.6,1.027,34.22
52.333124,326.3,1.029,34.29
52.416457,326.1,1.031,34.36
52.499790,325.8,1.033,34.42
52.583123,325.5,1.035,34.49
52.666456,325.2,1.037,34.57
52.749789,324.9,1.039,34.63
52.833122,324.6,1.041,34.70
52.916455,324.4,1.043,34.77
52.999788,324.1,1.045,34.84
53.083121,323.7,1.047,34.91
53.166454,323.4,1.049,34.98
53.249787,323.1,1.051,35.05
53.333120,322.8,1.054,35.12
53.416453,322.6,1.056,35.19
53.499786,322.2,1.058,35.25
53.583119,321.9,1.060,35.32
53.666452,321.6,1.062,35.39
53.749785,321.2,1.064,35.46
53.833118,320.9,1.066,35.53
53.916451,320.6,1.068,35.60
53.999784,320.3,1.070,35.67
54.083117,319.9,1.072,35.74
54.166450,319.6,1.074,35.80
54.249783,319.2,1.076,35.88
54.333116,318.9,1.078,35.95
54.416449,318.6,1.080,36.01
54.499782,318.2,1.083,36.08
54.583115,317.9,1.084,36.15
54.666448,317.5,1.087,36.22
54.749781,317.1,1.089,36.29
54.833114,316.8,1.091,36.36
54.916447,316.4,1.093,36.43
54.999780,316.1,1.095,36.50
55.083113,315.7,1.097,36.56
55.166446,315.3,1.099,36.63
55.249779,314.9,1.101,36.70
55.333112,314.5,1.103,36.77
55.416445,314.2,1.105,36.84
55.499778,313.8,1.107,36.91
55.583111,313.4,1.109,36.98
55.666444,313.0,1.111,37.05
55.749777,312.6,1.114,37.12
55.833110,312.2,1.116,37.19
55.916443,311.8,1.118,37.25
55.999776,311.4,1.120,37.32
56.083109,311.0,1.122,37.39
56.166442,310.6,1.124,37.46
56.249775,310.2,1.126,37.53
56.333108,309.8,1.128,37.60
56.416441,309.3,1.130,37.67
56.499774,308.9,1.132,37.74
56.583107,308.5,1.134,37.81
56.666440,308.1,1.136,37.87
56.749773,307.6,1.138,37.95
56.833106,307.2,1.140,38.02
56.916439,306.8,1.143,38.08
56.999772,306.3,1.145,38.15
57.083105,305.9,1.147,38.22
57.166438,305.4,1.149,38.29
57.249771,305.0,1.151,38.36
57.333104,304.5,1.153,38.43
57.416437,304.0,1.155,38.50
57.499770,303.6,1.157,38.57
57.583103,303.1,1.159,38.64
57.666436,302.7,1.161,38.70
57.749769,302.2,1.163,38.77
57.833102,301.7,1.165,38.84
57.916435,301.2,1.167,38.91
57.999768,300.8,1.169,38.98
58.083101,300.3,1.171,39.05
58.166434,299.8,1.174,39.12
58.249767,299.3,1.176,39.18
58.333100,298.8,1.178,39.26
58.416433,298.3,1.180,39.33
58.499766,297.8,1.182,39.40
58.583099,297.3,1.184,39.46
58.666432,296.8,1.186,39.53
58.749765,296.3,1.188,39.60
58.833098,295.8,1.190,39.67
58.916431,295.3,1.192,39.74
58.999764,294.7,1.194,39.81
59.083097,294.2,1.196,39.88
59.166430,293.7,1.198,39.95
59.249763,293.1,1.200,40.01
59.333096,292.6,1.202,40.08
59.416429,292.0,1.205,40.15
59.499762,291.5,1.207,40.22
59.583095,290.9,1.209,40.29
59.666428,290.4,1.211,40.36
59.749761,289.8,1.213,40.43
59.833094,289.2,1.215,40.50
59.916427,288.7,1.217,40.57
59.999760,288.1,1.219,40.64
60.083093,287.5,1.221,40.70
60.166426,286.9,1.223,40.77
60.249759,286.3,1.225,40.84
60.333092,285.7,1.227,40.91
60.416425,285.1,1.229,40.98
60.499758,284.6,1.231,41.05
60.583091,284.0,1.234,41.12
60.666424,283.4,1.236,41.19
60.749757,282.7,1.238,41.25
60.833090,282.1,1.240,41.32
60.916423,281.5,1.242,41.39
60.999756,280.9,1.244,41.46
61.083089,280.3,1.246,41.53
61.166422,279.7,1.248,41.60
61.249755,279.0,1.250,41.67
61.333088,278.3,1.252,41.74
61.416421,277.7,1.254,41.81
61.499754,277.0,1.256,41.88
61.583087,276.4,1.258,41.94
61.666420,275.7,1.260,42.01
61.749753,275.1,1.262,42.08
61.833086,274.4,1.264,42.15
61.916419,273.7,1.266,42.22
61.999752,273.0,1.269,42.29
62.083085,272.3,1.271,42.36
62.166418,271.7,1.273,42.43
62.249751,271.0,1.275,42.49
62.333084,270.3,1.277,42.56
62.416417,269.5,1.279,42.63
62.499750,268.8,1.281,42.70
62.583083,268.1,1.283,42.77
62.666416,267.4,1.285,42.84
62.749749,266.6,1.287,42.91
62.833082,265.9,1.289,42.98
62.916415,265.1,1.291,43.05
62.999748,264.4,1.294,43.12
63.083081,263.6,1.296,43.19
63.166414,262.9,1.298,43.26
63.249747,262.1,1.300,43.32
63.333080,261.4,1.302,43.39
63.416413,260.6,1.304,43.46
63.499746,259.8,1.306,43.53
63.583079,259.0,1.308,43.60
63.666412,258.3,1.310,43.67
63.749745,257.5,1.312,43.74
63.833078,256.7,1.314,43.81
63.916411,255.8,1.316,43.87
63.999744,255.0,1.318,43.95
64.083077,254.2,1.320,44.02
64.166410,253.4,1.323,44.09
64.249743,252.5,1.325,44.15
64.333076,251.7,1.327,44.22
64.416409,250.8,1.329,44.29
64.499742,249.9,1.331,44.36
