0.00,51.15,0.00
0.07,51.74,0.00
0.15,52.34,0.00
0.22,52.94,0.00
0.29,53.57,0.00
0.36,54.21,0.01
0.44,54.81,0.01
0.51,55.40,0.01
0.58,56.00,0.01
0.65,56.50,0.01
0.73,57.01,0.01
0.80,57.49,0.01
0.87,57.91,0.02
0.94,58.33,0.02
1.02,58.69,0.02
1.09,59.03,0.02
1.16,59.36,0.02
1.23,59.68,0.02
1.31,60.00,0.02
1.38,60.33,0.02
1.45,60.67,0.02
1.52,61.01,0.02
1.60,61.33,0.02
1.67,61.65,0.02
1.74,61.96,0.02
1.81,62.24,0.02
1.89,62.53,0.02
1.96,62.81,0.02
2.03,63.11,0.02
2.10,63.40,0.03
2.18,63.70,0.03
2.25,64.01,0.03
2.32,64.32,0.03
2.39,64.59,0.03
2.47,64.86,0.03
2.54,65.12,0.03
2.61,65.38,0.03
2.68,65.63,0.03
2.76,65.88,0.03
2.83,66.14,0.03
2.90,66.39,0.03
2.97,66.65,0.03
3.05,66.91,0.03
3.12,67.17,0.03
3.19,67.44,0.03
3.26,67.70,0.03
3.34,67.96,0.04
3.41,68.22,0.03
3.48,68.47,0.04
3.55,68.73,0.03
3.63,68.98,0.04
3.70,69.24,0.04
3.77,69.50,0.04
3.84,69.77,0.04
3.92,70.03,0.04
3.99,70.29,0.04
4.06,70.54,0.04
4.13,70.78,0.04
4.21,71.02,0.04
4.28,71.26,0.04
4.35,71.51,0.04
4.42,71.76,0.04
4.50,72.04,0.04
4.57,72.31,0.04
4.64,72.59,0.04
4.71,72.86,0.04
4.79,73.13,0.04
4.86,73.39,0.05
4.93,73.64,0.04
5.00,73.88,0.05
5.08,74.13,0.05
5.15,74.39,0.05
5.22,74.65,0.05
5.29,74.92,0.05
5.37,75.19,0.05
5.44,75.43,0.05
5.51,75.65,0.05
5.58,75.87,0.05
5.66,76.10,0.05
5.73,76.32,0.05
5.80,76.56,0.05
5.87,76.80,0.05
5.95,77.04,0.05
6.02,77.26,0.05
6.09,77.46,0.05
6.16,77.66,0.05
6.24,77.90,0.05
6.31,78.16,0.05
6.38,78.42,0.05
6.45,78.71,0.06
6.53,79.01,0.06
6.60,79.28,0.06
6.67,79.53,0.06
6.74,79.77,0.06
6.82,79.99,0.06
6.89,80.20,0.06
6.96,80.41,0.06
7.03,80.61,0.06
7.11,80.81,0.06
7.18,80.97,0.06
