0.00,50.10,0.00
0.08,50.56,0.00
0.17,51.01,0.00
0.25,51.48,0.00
0.33,51.95,0.00
0.42,52.42,0.00
0.50,52.89,0.00
0.58,53.34,0.00
0.67,53.73,0.00
0.75,54.13,0.00
0.83,54.47,0.00
0.92,54.80,0.01
1.00,55.10,0.00
1.09,55.40,0.01
1.17,55.70,0.01
1.25,56.00,0.01
1.34,56.31,0.01
1.42,56.60,0.01
1.50,56.90,0.01
1.59,57.17,0.01
1.67,57.44,0.01
1.75,57.72,0.01
1.84,57.99,0.01
1.92,58.26,0.01
2.00,58.53,0.01
2.09,58.80,0.01
2.17,59.09,0.01
2.25,59.39,0.01
2.34,59.67,0.01
2.42,59.95,0.01
2.50,60.23,0.01
2.59,60.51,0.01
2.67,60.80,0.01
2.75,61.10,0.01
2.84,61.39,0.01
2.92,61.67,0.02
3.00,61.95,0.01
3.09,62.20,0.01
3.17,62.44,0.01
3.26,62.69,0.01
3.34,62.94,0.01
3.42,63.21,0.01
3.51,63.51,0.02
3.59,63.80,0.01
3.67,64.11,0.01
3.76,64.42,0.01
3.84,64.70,0.02
3.92,64.98,0.02
4.01,65.25,0.02
4.09,65.53,0.02
4.17,65.81,0.02
4.26,66.11,0.02
4.34,66.40,0.02
4.42,66.68,0.02
4.51,66.96,0.02
4.59,67.26,0.02
4.67,67.55,0.02
4.76,67.84,0.02
4.84,68.12,0.02
4.92,68.40,0.02
5.01,68.68,0.02
5.09,68.96,0.02
5.18,69.26,0.02
5.26,69.57,0.02
5.34,69.88,0.02
5.43,70.19,0.02
5.51,70.51,0.02
5.59,70.82,0.03
5.68,71.12,0.02
5.76,71.42,0.02
5.84,71.73,0.02
5.93,72.02,0.02
6.01,72.32,0.02
6.09,72.60,0.03
6.18,72.87,0.03
6.26,73.15,0.03
6.34,73.42,0.03
6.43,73.70,0.03
6.51,74.00,0.03
6.59,74.29,0.03
6.68,74.59,0.03
6.76,74.89,0.03
6.84,75.18,0.03
6.93,75.47,0.03
7.01,75.73,0.03
7.10,75.99,0.03
7.18,76.25,0.03
7.26,76.53,0.03
7.35,76.80,0.03
7.43,77.08,0.03
7.51,77.36,0.03
7.60,77.61,0.03
7.68,77.86,0.03
7.76,78.10,0.03
7.85,78.34,0.03
7.93,78.58,0.03
8.01,78.84,0.03
8.10,79.09,0.04
8.18,79.32,0.03
8.26,79.56,0.03
8.35,79.81,0.03
8.43,80.06,0.03
8.51,80.31,0.04
8.60,80.56,0.03
8.68,80.81,0.03
8.76,81.05,0.04
8.85,81.29,0.03
8.93,81.53,0.03
9.01,81.76,0.04
9.10,81.97,0.03
9.18,82.18,0.03
9.27,82.37,0.04
9.35,82.54,0.03
9.43,82.72,0.03
9.52,82.91,0.04
9.60,83.10,0.04
9.68,83.26,0.04
9.77,83.42,0.04
9.85,83.52,0.04
9.93,83.59,0.04
10.02,83.63,0.04
10.10,83.65,0.04
10.18,83.68,0.04
10.27,83.70,0.04
10.35,83.73,0.04
10.43,83.77,0.04
10.52,83.80,0.04
10.60,83.83,0.04
10.68,83.86,0.04
10.77,83.89,0.04
10.85,83.92,0.04
10.93,83.96,0.04
11.02,83.99,0.04
11.10,84.02,0.04
11.19,84.05,0.04
11.27,84.07,0.04
11.35,84.10,0.04
11.44,84.13,0.04
11.52,84.15,0.03
11.60,84.17,0.04
11.69,84.19,0.04
11.77,84.21,0.04
11.85,84.23,0.03
11.94,84.25,0.04
12.02,84.27,0.04
12.10,84.28,0.04
12.19,84.30,0.03
12.27,84.31,0.04
12.35,84.31,0.04
12.44,84.31,0.04
12.52,84.32,0.04
12.60,84.32,0.04
12.69,84.32,0.04
12.77,84.33,0.04
12.85,84.34,0.04
12.94,84.35,0.04
13.02,84.35,0.04
13.11,84.34,0.04
13.19,84.34,0.04
13.27,84.34,0.04
13.36,84.34,0.04
13.44,84.35,0.04
13.52,84.37,0.04
13.61,84.36,0.03
13.69,84.35,0.04
13.77,84.35,0.03
13.86,84.35,0.03
13.94,84.35,0.03
14.02,84.35,0.04
14.11,84.35,0.04
14.19,84.35,0.04
14.27,84.36,0.04
14.36,84.36,0.04
14.44,84.36,0.03
14.52,84.36,0.04
14.61,84.36,0.04
14.69,84.36,0.04
14.77,84.36,0.04
14.86,84.36,0.04
14.94,84.36,0.04
15.02,84.37,0.03
15.11,84.37,0.04
15.19,84.38,0.04
15.28,84.38,0.04
15.36,84.38,0.03
15.44,84.38,0.03
15.53,84.39,0.03
15.61,84.39,0.04
15.69,84.39,0.04
15.78,84.40,0.03
15.86,84.41,0.03
15.94,84.42,0.04
16.03,84.43,0.04
16.11,84.44,0.04
16.19,84.45,0.04
16.28,84.48,0.04
16.36,84.51,0.04
16.44,84.57,0.03
16.53,84.64,0.03
16.61,84.70,0.04
16.69,84.77,0.04
16.78,84.82,0.04
16.86,84.84,0.04
16.94,84.86,0.04
17.03,84.86,0.04
17.11,84.86,0.04
17.20,84.86,0.04
17.28,84.86,0.03
17.36,84.86,0.04
17.45,84.86,0.04
17.53,84.86,0.04
17.61,84.87,0.04
17.70,84.87,0.04
17.78,84.87,0.04
17.86,84.87,0.03
17.95,84.87,0.04
18.03,84.86,0.04
18.11,84.86,0.03
18.20,84.87,0.04
18.28,84.87,0.04
18.36,84.87,0.04
18.45,84.87,0.04
18.53,84.87,0.04
18.61,84.86,0.04
18.70,84.86,0.04
18.78,84.86,0.04
18.86,84.86,0.04
18.95,84.85,0.04
19.03,84.85,0.04
19.12,84.85,0.03
19.20,84.85,0.03
19.28,84.84,0.03
19.37,84.83,0.04
19.45,84.83,0.03
19.53,84.82,0.04
19.62,84.82,0.04
19.70,84.81,0.03
19.78,84.81,0.03
19.87,84.81,0.03
19.95,84.81,0.03
20.03,84.81,0.03
20.12,84.80,0.03
20.20,84.80,0.04
20.28,84.80,0.04
20.37,84.80,0.03
20.45,84.81,0.03
20.53,84.81,0.03
20.62,84.81,0.03
20.70,84.81,0.04
20.78,84.81,0.04
20.87,84.82,0.03
20.95,84.82,0.04
21.03,84.81,0.04
21.12,84.81,0.03
21.20,84.80,0.03
21.29,84.80,0.03
21.37,84.79,0.04
21.45,84.79,0.03
21.54,84.79,0.04
21.62,84.78,0.04
21.70,84.78,0.03
21.79,84.79,0.03
21.87,84.79,0.04
21.95,84.78,0.03
22.04,84.78,0.03
22.12,84.79,0.03
22.20,84.80,0.04
22.29,84.80,0.04
22.37,84.79,0.04
22.45,84.79,0.04
22.54,84.78,0.04
22.62,84.78,0.04
22.70,84.79,0.03
22.79,84.80,0.04
22.87,84.81,0.04
22.95,84.81,0.04
23.04,84.81,0.03
23.12,84.82,0.03
23.21,84.82,0.03
23.29,84.83,0.03
23.37,84.83,0.03
23.46,84.84,0.03
23.54,84.84,0.03
23.62,84.83,0.03
23.71,84.83,0.03
23.79,84.84,0.03
23.87,84.85,0.03
23.96,84.85,0.03
24.04,84.85,0.04
24.12,84.85,0.04
24.21,84.84,0.03
24.29,84.84,0.03
24.37,84.84,0.03
24.46,84.84,0.03
24.54,84.84,0.04
24.62,84.83,0.04
24.71,84.82,0.04
24.79,84.81,0.04
24.87,84.81,0.03
24.96,84.81,0.03
25.04,84.81,0.03
25.12,84.81,0.03
25.21,84.81,0.03
25.29,84.80,0.04
25.38,84.79,0.03
25.46,84.79,0.03
25.54,84.78,0.03
25.63,84.78,0.03
25.71,84.77,0.03
25.79,84.77,0.03
25.88,84.76,0.03
25.96,84.75,0.04
26.04,84.75,0.03
26.13,84.75,0.03
26.21,84.75,0.03
26.29,84.75,0.04
26.38,84.75,0.03
26.46,84.75,0.04
26.54,84.75,0.03
26.63,84.75,0.03
26.71,84.75,0.03
26.79,84.76,0.03
26.88,84.77,0.04
26.96,84.77,0.04
27.04,84.76,0.03
27.13,84.76,0.03
27.21,84.75,0.04
27.30,84.75,0.03
27.38,84.75,0.03
27.46,84.75,0.03
27.55,84.75,0.03
27.63,84.74,0.03
27.71,84.74,0.03
27.80,84.73,0.03
27.88,84.73,0.03
27.96,84.72,0.03
28.05,84.72,0.03
28.13,84.72,0.03
28.21,84.72,0.03
28.30,84.73,0.04
28.38,84.74,0.03
28.46,84.75,0.03
28.55,84.75,0.04
28.63,84.76,0.03
28.71,84.76,0.04
28.80,84.76,0.03
28.88,84.78,0.03
28.96,84.80,0.03
29.05,84.81,0.03
29.13,84.82,0.04
29.22,84.84,0.03
29.30,84.84,0.03
29.38,84.85,0.03
29.47,84.86,0.03
29.55,84.87,0.03
29.63,84.88,0.03
29.72,84.89,0.03
29.80,84.90,0.04
29.88,84.91,0.03
29.97,84.93,0.03
30.05,84.96,0.03
30.13,84.98,0.03
30.22,85.01,0.03
30.30,85.04,0.03
30.38,85.08,0.03
30.47,85.12,0.03
30.55,85.15,0.03
30.63,85.17,0.03
30.72,85.19,0.04
30.80,85.19,0.03
30.88,85.20,0.03
30.97,85.21,0.03
31.05,85.21,0.03
31.13,85.21,0.03
31.22,85.21,0.03
31.30,85.21,0.03
31.39,85.22,0.03
31.47,85.22,0.03
31.55,85.23,0.03
31.64,85.23,0.03
31.72,85.23,0.03
31.80,85.23,0.04
31.89,85.23,0.04
31.97,85.23,0.04
32.05,85.23,0.04
32.14,85.24,0.03
32.22,85.24,0.04
32.30,85.25,0.04
32.39,85.25,0.04
32.47,85.24,0.04
32.55,85.23,0.04
32.64,85.23,0.04
32.72,85.22,0.04
32.80,85.22,0.03
32.89,85.23,0.03
32.97,85.23,0.04
33.05,85.24,0.04
33.14,85.24,0.03
33.22,85.24,0.03
33.31,85.24,0.04
33.39,85.24,0.04
33.47,85.24,0.03
33.56,85.24,0.03
33.64,85.25,0.03
33.72,85.25,0.03
33.81,85.26,0.03
33.89,85.26,0.04
33.97,85.27,0.03
34.06,85.27,0.03
34.14,85.29,0.04
34.22,85.31,0.03
34.31,85.33,0.04
34.39,85.36,0.03
34.47,85.39,0.04
34.56,85.42,0.04
34.64,85.46,0.04
34.72,85.51,0.03
34.81,85.56,0.04
34.89,85.60,0.04
34.97,85.64,0.03
35.06,85.70,0.04
35.14,85.76,0.03
35.23,85.83,0.03
35.31,85.91,0.04
35.39,85.99,0.03
35.48,86.07,0.04
35.56,86.16,0.03
35.64,86.25,0.03
35.73,86.35,0.04
35.81,86.47,0.03
35.89,86.58,0.04
35.98,86.71,0.03
36.06,86.85,0.04
36.14,86.99,0.04
36.23,87.13,0.04
36.31,87.27,0.04
36.39,87.41,0.04
36.48,87.55,0.04
36.56,87.67,0.04
36.64,87.78,0.04
36.73,87.87,0.04
36.81,87.94,0.04
36.89,88.01,0.04
36.98,88.06,0.04
37.06,88.11,0.04
37.14,88.14,0.04
37.23,88.18,0.04
37.31,88.21,0.04
37.40,88.23,0.04
37.48,88.26,0.04
37.56,88.29,0.04
37.65,88.31,0.04
37.73,88.34,0.04
37.81,88.37,0.04
37.90,88.39,0.04
37.98,88.41,0.04
38.06,88.44,0.04
38.15,88.47,0.04
38.23,88.51,0.04
38.31,88.56,0.04
38.40,88.62,0.04
38.48,88.75,0.04
38.56,88.88,0.04
38.65,89.21,0.04
38.73,89.56,0.04
38.81,90.05,0.04
38.90,90.61,0.04
38.98,91.18,0.04
39.06,91.78,0.04
39.15,92.37,0.04
39.23,92.93,0.04
39.32,93.50,0.05
39.40,94.05,0.05
39.48,94.59,0.04
39.57,95.12,0.05
39.65,95.64,0.05
39.73,96.16,0.05
39.82,96.68,0.05
39.90,97.20,0.05
39.98,97.72,0.05
40.07,98.24,0.05
40.15,98.74,0.05
40.23,99.24,0.05
40.32,99.73,0.05
40.40,100.20,0.06
40.48,100.66,0.06
40.57,101.10,0.06
40.65,101.54,0.06
40.73,101.99,0.06
40.82,102.43,0.06
40.90,102.95,0.06
40.98,103.48,0.06
41.07,103.99,0.06
41.15,104.48,0.06
41.24,104.95,0.06
41.32,105.39,0.06
41.40,105.84,0.06
41.49,106.28,0.06
41.57,106.72,0.06
41.65,107.21,0.06
41.74,107.69,0.06
41.82,108.16,0.06
41.90,108.60,0.06
41.99,109.06,0.06
42.07,109.55,0.06
42.15,110.03,0.06
42.24,110.52,0.07
42.32,111.01,0.07
42.40,111.50,0.07
42.49,111.99,0.07
42.57,112.45,0.07
42.65,112.89,0.07
42.74,113.35,0.07
42.82,113.84,0.07
42.90,114.33,0.07
42.99,114.86,0.07
43.07,115.39,0.07
43.15,115.89,0.07
43.24,116.38,0.07
43.32,116.87,0.07
43.41,117.35,0.07
43.49,117.83,0.07
43.57,118.27,0.07
43.66,118.72,0.07
43.74,119.20,0.07
43.82,119.69,0.07
43.91,120.22,0.08
43.99,120.75,0.08
44.07,121.26,0.08
44.16,121.74,0.08
44.24,122.22,0.08
44.32,122.66,0.08
44.41,123.11,0.08
44.49,123.60,0.08
44.57,124.08,0.08
44.66,124.61,0.08
44.74,125.14,0.08
44.82,125.63,0.08
44.91,126.07,0.08
44.99,126.52,0.08
45.07,127.01,0.08
45.16,127.50,0.08
45.24,127.99,0.08
45.33,128.48,0.09
45.41,128.96,0.08
45.49,129.45,0.09
45.58,129.94,0.09
45.66,130.43,0.09
45.74,130.93,0.09
45.83,131.46,0.09
45.91,131.99,0.09
45.99,132.48,0.09
46.08,132.97,0.09
46.16,133.49,0.09
46.24,134.02,0.09
46.33,134.55,0.09
46.41,135.09,0.09
46.49,135.61,0.09
46.58,136.10,0.09
46.66,136.58,0.10
46.74,137.07,0.09
46.83,137.56,0.09
46.91,138.05,0.09
46.99,138.54,0.09
47.08,139.07,0.10
47.16,139.64,0.10
47.25,140.21,0.10
47.33,140.74,0.10
47.41,141.27,0.10
47.50,141.81,0.10
47.58,142.34,0.10
47.66,142.87,0.10
47.75,143.40,0.10
47.83,143.96,0.10
47.91,144.53,0.11
48.00,145.10,0.10
48.08,145.63,0.11
48.16,146.17,0.10
48.25,146.70,0.11
48.33,147.23,0.11
48.41,147.79,0.11
48.50,148.37,0.11
48.58,148.95,0.11
48.66,149.52,0.11
48.75,150.11,0.11
48.83,150.73,0.11
48.91,151.35,0.11
49.00,151.93,0.11
49.08,152.51,0.11
49.16,153.11,0.11
49.25,153.73,0.12
