0.00,50.24,0.00
0.10,50.43,0.00
0.20,50.63,0.01
0.30,51.16,0.01
0.40,51.77,0.01
0.50,52.45,0.01
0.60,53.18,0.01
0.70,53.89,0.01
0.80,54.58,0.01
0.90,55.23,0.01
1.00,55.82,0.01
1.10,56.38,0.01
1.20,56.84,0.01
1.30,57.29,0.01
1.40,57.70,0.01
1.50,58.10,0.02
1.60,58.48,0.01
1.70,58.86,0.02
1.80,59.20,0.02
1.90,59.53,0.02
2.00,59.83,0.02
2.10,60.10,0.02
2.20,60.36,0.02
2.30,60.61,0.02
2.40,60.87,0.02
2.50,61.15,0.02
2.60,61.42,0.02
2.70,61.67,0.02
2.80,61.92,0.02
2.90,62.16,0.02
3.00,62.39,0.02
3.10,62.63,0.02
3.20,62.88,0.02
3.30,63.13,0.02
3.40,63.35,0.02
3.50,63.56,0.02
3.60,63.74,0.02
3.70,63.93,0.02
3.80,64.18,0.02
3.90,64.42,0.02
4.00,64.67,0.03
4.10,64.92,0.03
4.20,65.15,0.03
4.30,65.37,0.03
4.40,65.64,0.03
4.50,65.92,0.03
4.60,66.24,0.03
4.70,66.58,0.03
4.80,66.93,0.03
4.90,67.27,0.03
5.00,67.60,0.03
5.10,67.90,0.03
5.20,68.20,0.03
5.30,68.52,0.03
5.40,68.83,0.03
5.50,69.16,0.03
5.60,69.49,0.03
5.70,69.82,0.03
5.80,70.14,0.04
5.90,70.45,0.03
6.00,70.74,0.04
6.10,71.04,0.04
6.20,71.34,0.03
6.30,71.64,0.04
6.40,71.96,0.04
6.50,72.28,0.04
6.60,72.59,0.04
6.70,72.90,0.04
6.80,73.22,0.04
6.90,73.55,0.04
7.00,73.87,0.04
7.10,74.20,0.04
7.20,74.52,0.04
7.30,74.83,0.04
7.40,75.14,0.04
7.50,75.44,0.04
7.60,75.75,0.04
7.70,76.09,0.04
7.80,76.42,0.04
7.90,76.77,0.04
8.00,77.12,0.04
8.10,77.45,0.05
8.20,77.77,0.05
8.30,78.07,0.05
8.40,78.35,0.05
8.50,78.64,0.05
8.60,78.94,0.05
8.70,79.25,0.05
8.80,79.55,0.05
8.90,79.86,0.05
9.00,80.11,0.05
9.10,80.37,0.05
9.20,80.58,0.05
9.30,80.79,0.05
9.40,80.99,0.05
9.50,81.17,0.05
9.60,81.32,0.05
9.70,81.45,0.05
9.80,81.54,0.05
9.90,81.60,0.05
10.00,81.66,0.05
10.10,81.68,0.05
10.20,81.70,0.05
10.30,81.72,0.05
10.40,81.74,0.05
10.50,81.76,0.05
10.60,81.77,0.05
10.70,81.79,0.05
10.80,81.80,0.05
10.90,81.81,0.05
11.00,81.81,0.05
11.10,81.82,0.05
11.20,81.83,0.05
11.30,81.83,0.05
11.40,81.83,0.05
