0.00,50.04,0.00
0.08,50.61,0.01
0.17,51.18,0.00
0.25,51.84,0.00
0.33,52.59,0.01
0.41,53.33,0.01
0.50,54.09,0.01
0.58,54.85,0.01
0.66,55.53,0.01
0.75,56.13,0.01
0.83,56.73,0.01
0.91,57.18,0.01
0.99,57.63,0.01
1.08,58.07,0.01
1.16,58.50,0.01
1.24,58.93,0.01
1.33,59.36,0.02
1.41,59.78,0.02
1.49,60.18,0.01
1.58,60.56,0.01
1.66,60.94,0.01
1.74,61.31,0.01
1.82,61.68,0.01
1.91,62.06,0.01
1.99,62.46,0.02
2.07,62.87,0.01
2.16,63.26,0.02
2.24,63.65,0.02
2.32,64.03,0.02
2.40,64.39,0.02
2.49,64.74,0.02
2.57,65.11,0.02
2.65,65.47,0.02
2.74,65.84,0.02
2.82,66.21,0.01
2.90,66.58,0.02
2.98,66.95,0.02
3.07,67.32,0.02
3.15,67.69,0.02
3.23,68.05,0.02
3.32,68.41,0.02
3.40,68.77,0.02
3.48,69.12,0.02
3.56,69.49,0.02
3.65,69.86,0.02
3.73,70.23,0.02
3.81,70.57,0.02
3.90,70.90,0.02
3.98,71.23,0.02
4.06,71.53,0.02
4.15,71.83,0.02
4.23,72.16,0.02
4.31,72.49,0.02
4.39,72.83,0.02
4.48,73.17,0.02
4.56,73.51,0.02
4.64,73.80,0.02
4.73,74.08,0.02
4.81,74.36,0.02
4.89,74.65,0.02
4.97,74.94,0.02
5.06,75.25,0.02
5.14,75.56,0.02
5.22,75.86,0.02
5.31,76.13,0.02
5.39,76.40,0.02
5.47,76.65,0.02
5.55,76.90,0.02
5.64,77.14,0.02
5.72,77.39,0.02
5.80,77.64,0.02
5.89,77.88,0.02
5.97,78.11,0.03
6.05,78.36,0.02
6.13,78.62,0.02
6.22,78.88,0.03
6.30,79.17,0.03
6.38,79.46,0.02
6.47,79.74,0.02
6.55,80.01,0.02
6.63,80.27,0.02
6.72,80.52,0.03
6.80,80.76,0.02
6.88,81.00,0.02
6.96,81.23,0.03
7.05,81.45,0.03
7.13,81.67,0.03
7.21,81.89,0.03
7.30,82.11,0.03
7.38,82.36,0.03
7.46,82.62,0.03
7.54,82.86,0.03
7.63,83.11,0.03
7.71,83.34,0.03
7.79,83.53,0.03
7.88,83.72,0.03
7.96,83.91,0.03
8.04,84.09,0.03
8.12,84.28,0.03
8.21,84.45,0.03
8.29,84.62,0.03
8.37,84.76,0.03
8.46,84.89,0.03
8.54,85.02,0.03
8.62,85.15,0.03
8.71,85.27,0.03
8.79,85.38,0.03
8.87,85.48,0.03
8.95,85.58,0.03
9.04,85.68,0.03
9.12,85.78,0.03
9.20,85.87,0.03
9.29,85.96,0.03
9.37,86.04,0.03
9.45,86.11,0.03
9.53,86.18,0.03
9.62,86.24,0.03
9.70,86.30,0.03
9.78,86.36,0.03
9.87,86.40,0.03
9.95,86.45,0.03
10.03,86.48,0.03
10.11,86.51,0.03
10.20,86.55,0.03
10.28,86.58,0.03
10.36,86.62,0.03
10.45,86.65,0.03
10.53,86.68,0.03
10.61,86.71,0.03
10.69,86.73,0.03
10.78,86.75,0.03
10.86,86.76,0.03
10.94,86.77,0.03
11.03,86.78,0.03
11.11,86.80,0.03
11.19,86.82,0.03
11.28,86.84,0.03
11.36,86.86,0.03
11.44,86.88,0.03
11.52,86.88,0.03
11.61,86.87,0.03
11.69,86.88,0.03
11.77,86.88,0.03
11.86,86.89,0.02
11.94,86.90,0.03
12.02,86.92,0.03
12.10,86.92,0.03
12.19,86.93,0.03
12.27,86.93,0.03
12.35,86.93,0.03
12.44,86.94,0.03
12.52,86.94,0.03
12.60,86.93,0.03
12.68,86.93,0.03
12.77,86.93,0.03
12.85,86.93,0.03
12.93,86.93,0.03
13.02,86.92,0.03
13.10,86.92,0.03
13.18,86.92,0.03
13.26,86.91,0.03
13.35,86.91,0.03
13.43,86.92,0.03
13.51,86.92,0.03
13.60,86.92,0.03
13.68,86.93,0.03
13.76,86.92,0.03
13.85,86.91,0.03
13.93,86.90,0.03
14.01,86.90,0.03
14.09,86.90,0.03
14.18,86.90,0.03
14.26,86.91,0.03
14.34,86.91,0.03
14.43,86.90,0.03
14.51,86.88,0.03
14.59,86.88,0.03
14.67,86.87,0.03
14.76,86.87,0.03
14.84,86.87,0.03
14.92,86.87,0.03
15.01,86.87,0.03
15.09,86.87,0.03
15.17,86.87,0.03
15.25,86.87,0.03
15.34,86.88,0.03
15.42,86.88,0.03
15.50,86.87,0.03
15.59,86.86,0.02
15.67,86.86,0.02
15.75,86.86,0.03
15.83,86.86,0.03
15.92,86.85,0.03
16.00,86.84,0.02
16.08,86.82,0.02
16.17,86.81,0.02
16.25,86.80,0.03
16.33,86.80,0.02
16.42,86.80,0.03
16.50,86.80,0.03
16.58,86.81,0.02
16.66,86.81,0.03
16.75,86.80,0.03
16.83,86.80,0.03
16.91,86.80,0.03
17.00,86.79,0.03
17.08,86.79,0.03
17.16,86.80,0.03
17.24,86.80,0.03
17.33,86.82,0.03
17.41,86.84,0.03
17.49,86.85,0.03
17.58,86.86,0.03
17.66,86.87,0.02
17.74,86.89,0.03
17.82,86.91,0.03
17.91,86.94,0.03
17.99,86.97,0.02
18.07,87.01,0.03
18.16,87.05,0.02
18.24,87.09,0.03
18.32,87.13,0.02
18.40,87.16,0.02
18.49,87.20,0.02
18.57,87.22,0.02
18.65,87.23,0.03
18.74,87.23,0.03
18.82,87.20,0.02
18.90,87.17,0.03
18.99,87.14,0.03
19.07,87.10,0.02
19.15,87.07,0.02
19.23,87.03,0.03
19.32,87.00,0.02
19.40,86.97,0.03
19.48,86.95,0.02
19.57,86.95,0.03
19.65,86.99,0.03
19.73,87.04,0.03
19.81,87.10,0.03
19.90,87.16,0.03
19.98,87.19,0.03
20.06,87.20,0.03
20.15,87.20,0.03
20.23,87.20,0.02
20.31,87.20,0.02
20.39,87.21,0.03
20.48,87.22,0.03
20.56,87.24,0.03
20.64,87.24,0.03
20.73,87.24,0.03
20.81,87.24,0.02
20.89,87.23,0.03
20.97,87.23,0.03
21.06,87.23,0.03
21.14,87.22,0.03
21.22,87.22,0.03
21.31,87.22,0.03
21.39,87.22,0.02
21.47,87.22,0.03
21.56,87.23,0.02
21.64,87.23,0.03
21.72,87.22,0.03
21.80,87.22,0.03
21.89,87.22,0.03
21.97,87.22,0.03
22.05,87.22,0.03
22.14,87.23,0.03
22.22,87.23,0.03
22.30,87.23,0.02
22.38,87.22,0.03
22.47,87.22,0.02
22.55,87.21,0.03
22.63,87.20,0.03
22.72,87.20,0.03
22.80,87.21,0.02
22.88,87.21,0.03
22.96,87.22,0.03
23.05,87.23,0.02
23.13,87.23,0.03
23.21,87.23,0.03
23.30,87.23,0.03
23.38,87.22,0.03
23.46,87.22,0.02
23.54,87.23,0.03
23.63,87.23,0.03
23.71,87.24,0.03
23.79,87.25,0.03
23.88,87.25,0.03
23.96,87.26,0.03
24.04,87.26,0.02
24.13,87.27,0.03
24.21,87.26,0.03
24.29,87.25,0.02
24.37,87.23,0.03
24.46,87.21,0.03
24.54,87.19,0.03
24.62,87.21,0.03
24.71,87.23,0.03
24.79,87.25,0.02
24.87,87.27,0.02
24.95,87.28,0.02
25.04,87.29,0.03
25.12,87.30,0.03
25.20,87.31,0.03
25.29,87.31,0.03
25.37,87.32,0.03
25.45,87.32,0.03
25.53,87.32,0.03
25.62,87.32,0.03
25.70,87.33,0.02
25.78,87.33,0.03
25.87,87.34,0.03
25.95,87.35,0.03
26.03,87.36,0.03
